SECT_NAME,SECT_CODE,LIE_NAME,LIE_CODE,LI_NO,SDFKEY,SDFNAME,area
北投區,6301200,一德里,6301200037,004,6301200037004,一德里4鄰,10686.83739070000
北投區,6301200,一德里,6301200037,005,6301200037005,一德里5鄰,24638.33913120000
士林區,6301100,陽明里,6301100046,004,6301100046004,陽明里4鄰,21261.67972250000
北投區,6301200,大同里,6301200024,006,6301200024006,大同里6鄰,8516.97622957000
北投區,6301200,一德里,6301200037,006,6301200037006,一德里6鄰,438804.63649000000
北投區,6301200,長安里,6301200023,009,6301200023009,長安里9鄰,9839.39630427000
北投區,6301200,溫泉里,6301200025,019,6301200025019,溫泉里19鄰,11562.72161200000
北投區,6301200,大同里,6301200024,005,6301200024005,大同里5鄰,1585.64752420000
北投區,6301200,溫泉里,6301200025,023,6301200025023,溫泉里23鄰,3218.73547566000
北投區,6301200,溫泉里,6301200025,018,6301200025018,溫泉里18鄰,14699.64540120000
北投區,6301200,長安里,6301200023,008,6301200023008,長安里8鄰,7949.46303491000
北投區,6301200,大同里,6301200024,002,6301200024002,大同里2鄰,7702.51855920000
北投區,6301200,大同里,6301200024,007,6301200024007,大同里7鄰,39255.83827820000
北投區,6301200,大同里,6301200024,003,6301200024003,大同里3鄰,12748.20084810000
北投區,6301200,溫泉里,6301200025,022,6301200025022,溫泉里22鄰,12401.61738980000
士林區,6301100,陽明里,6301100046,003,6301100046003,陽明里3鄰,114182.92651200000
北投區,6301200,長安里,6301200023,001,6301200023001,長安里1鄰,6698.11014237000
北投區,6301200,永和里,6301200009,015,6301200009015,永和里15鄰,12726.28747340000
北投區,6301200,大同里,6301200024,011,6301200024011,大同里11鄰,192107.85981200000
北投區,6301200,長安里,6301200023,013,6301200023013,長安里13鄰,4859.02335902000
北投區,6301200,長安里,6301200023,014,6301200023014,長安里14鄰,3093.81503367000
北投區,6301200,永和里,6301200009,017,6301200009017,永和里17鄰,15249.21037660000
北投區,6301200,永和里,6301200009,016,6301200009016,永和里16鄰,8438.99650062000
北投區,6301200,溫泉里,6301200025,014,6301200025014,溫泉里14鄰,8135.10082040000
北投區,6301200,奇岩里,6301200020,005,6301200020005,奇岩里5鄰,132416.41028300000
北投區,6301200,溫泉里,6301200025,016,6301200025016,溫泉里16鄰,4516.02328094000
士林區,6301100,陽明里,6301100046,001,6301100046001,陽明里1鄰,242142.63928800000
北投區,6301200,溫泉里,6301200025,017,6301200025017,溫泉里17鄰,3566.99017907000
北投區,6301200,溫泉里,6301200025,003,6301200025003,溫泉里3鄰,6687.88373396000
北投區,6301200,溫泉里,6301200025,002,6301200025002,溫泉里2鄰,9488.05831284000
北投區,6301200,大同里,6301200024,010,6301200024010,大同里10鄰,18430.33611340000
士林區,6301100,溪山里,6301100049,008,6301100049008,溪山里8鄰,724955.20026700000
北投區,6301200,溫泉里,6301200025,007,6301200025007,溫泉里7鄰,4441.23840802000
北投區,6301200,大同里,6301200024,009,6301200024009,大同里9鄰,4896.01904803000
北投區,6301200,溫泉里,6301200025,009,6301200025009,溫泉里9鄰,3937.26222755000
北投區,6301200,一德里,6301200037,007,6301200037007,一德里7鄰,63035.96395770000
士林區,6301100,東山里,6301100032,006,6301100032006,東山里6鄰,860482.50077600000
北投區,6301200,溫泉里,6301200025,010,6301200025010,溫泉里10鄰,6235.35741468000
北投區,6301200,中央里,6301200022,001,6301200022001,中央里1鄰,4416.69810768000
北投區,6301200,溫泉里,6301200025,004,6301200025004,溫泉里4鄰,5727.15542228000
北投區,6301200,溫泉里,6301200025,013,6301200025013,溫泉里13鄰,30029.69895280000
北投區,6301200,溫泉里,6301200025,008,6301200025008,溫泉里8鄰,3547.38969687000
北投區,6301200,中央里,6301200022,002,6301200022002,中央里2鄰,6453.96838280000
北投區,6301200,永和里,6301200009,015,6301200009015,永和里15鄰,2193.07983717000
北投區,6301200,永和里,6301200009,024,6301200009024,永和里24鄰,24147.00731110000
北投區,6301200,大同里,6301200024,008,6301200024008,大同里8鄰,5023.89879528000
北投區,6301200,中央里,6301200022,004,6301200022004,中央里4鄰,3006.90047948000
北投區,6301200,中央里,6301200022,006,6301200022006,中央里6鄰,4336.35132720000
北投區,6301200,清江里,6301200021,005,6301200021005,清江里5鄰,28081.33236890000
北投區,6301200,永和里,6301200009,014,6301200009014,永和里14鄰,7704.77649803000
北投區,6301200,溫泉里,6301200025,006,6301200025006,溫泉里6鄰,6790.49285768000
北投區,6301200,清江里,6301200021,001,6301200021001,清江里1鄰,16716.56331660000
北投區,6301200,中央里,6301200022,008,6301200022008,中央里8鄰,8298.40041523000
北投區,6301200,中央里,6301200022,005,6301200022005,中央里5鄰,2519.20088689000
士林區,6301100,公館里,6301100044,005,6301100044005,公館里5鄰,210636.39923300000
北投區,6301200,中央里,6301200022,011,6301200022011,中央里11鄰,4317.56326845000
北投區,6301200,大同里,6301200024,018,6301200024018,大同里18鄰,13735.07061710000
北投區,6301200,永和里,6301200009,013,6301200009013,永和里13鄰,16098.64105090000
北投區,6301200,中央里,6301200022,003,6301200022003,中央里3鄰,5832.18314315000
北投區,6301200,溫泉里,6301200025,005,6301200025005,溫泉里5鄰,13343.69858210000
北投區,6301200,中央里,6301200022,012,6301200022012,中央里12鄰,15841.52767450000
北投區,6301200,中央里,6301200022,010,6301200022010,中央里10鄰,3906.83956338000
北投區,6301200,奇岩里,6301200020,021,6301200020021,奇岩里21鄰,67543.47127530000
北投區,6301200,奇岩里,6301200020,022,6301200020022,奇岩里22鄰,148982.87447000000
北投區,6301200,大同里,6301200024,017,6301200024017,大同里17鄰,12498.43481900000
士林區,6301100,平等里,6301100048,009,6301100048009,平等里9鄰,376704.69913700000
北投區,6301200,中央里,6301200022,013,6301200022013,中央里13鄰,3367.79112126000
北投區,6301200,一德里,6301200037,015,6301200037015,一德里15鄰,423973.94611500000
北投區,6301200,中央里,6301200022,009,6301200022009,中央里9鄰,3578.83638546000
北投區,6301200,清江里,6301200021,004,6301200021004,清江里4鄰,6840.63149588000
北投區,6301200,清江里,6301200021,002,6301200021002,清江里2鄰,6281.90324538000
北投區,6301200,大同里,6301200024,013,6301200024013,大同里13鄰,7242.09763291000
北投區,6301200,中央里,6301200022,014,6301200022014,中央里14鄰,12344.78768710000
北投區,6301200,中央里,6301200022,015,6301200022015,中央里15鄰,3790.00405320000
北投區,6301200,永和里,6301200009,012,6301200009012,永和里12鄰,23866.97262070000
北投區,6301200,大同里,6301200024,012,6301200024012,大同里12鄰,271092.16491800000
北投區,6301200,一德里,6301200037,008,6301200037008,一德里8鄰,12083.58287840000
北投區,6301200,大同里,6301200024,015,6301200024015,大同里15鄰,13311.18008200000
北投區,6301200,清江里,6301200021,003,6301200021003,清江里3鄰,3773.12068967000
北投區,6301200,一德里,6301200037,010,6301200037010,一德里10鄰,19525.78294160000
北投區,6301200,永和里,6301200009,023,6301200009023,永和里23鄰,16602.30439140000
北投區,6301200,奇岩里,6301200020,002,6301200020002,奇岩里2鄰,10923.02548440000
士林區,6301100,天母里,6301100042,003,6301100042003,天母里3鄰,78252.65577040000
士林區,6301100,平等里,6301100048,004,6301100048004,平等里4鄰,92783.84053780000
士林區,6301100,平等里,6301100048,002,6301100048002,平等里2鄰,345449.70691900000
北投區,6301200,大同里,6301200024,014,6301200024014,大同里14鄰,4628.38775525000
北投區,6301200,中央里,6301200022,017,6301200022017,中央里17鄰,10128.12236950000
北投區,6301200,清江里,6301200021,006,6301200021006,清江里6鄰,4996.33138353000
北投區,6301200,奇岩里,6301200020,001,6301200020001,奇岩里1鄰,26415.85900190000
北投區,6301200,清江里,6301200021,009,6301200021009,清江里9鄰,5648.30193478000
北投區,6301200,大同里,6301200024,016,6301200024016,大同里16鄰,4079.06408903000
北投區,6301200,清江里,6301200021,010,6301200021010,清江里10鄰,6597.33803962000
北投區,6301200,清江里,6301200021,007,6301200021007,清江里7鄰,7450.74115385000
北投區,6301200,永和里,6301200009,011,6301200009011,永和里11鄰,11974.92903800000
北投區,6301200,一德里,6301200037,011,6301200037011,一德里11鄰,9166.10941953000
士林區,6301100,陽明里,6301100046,002,6301100046002,陽明里2鄰,110988.26426900000
北投區,6301200,一德里,6301200037,012,6301200037012,一德里12鄰,11712.63142400000
北投區,6301200,一德里,6301200037,013,6301200037013,一德里13鄰,32029.99611000000
北投區,6301200,永和里,6301200009,009,6301200009009,永和里9鄰,14194.76556820000
北投區,6301200,永和里,6301200009,010,6301200009010,永和里10鄰,9266.63570227000
北投區,6301200,一德里,6301200037,009,6301200037009,一德里9鄰,3291.94043208000
北投區,6301200,中央里,6301200022,020,6301200022020,中央里20鄰,5479.18496150000
北投區,6301200,清江里,6301200021,008,6301200021008,清江里8鄰,6240.55199082000
北投區,6301200,中央里,6301200022,019,6301200022019,中央里19鄰,21267.14519590000
北投區,6301200,中央里,6301200022,021,6301200022021,中央里21鄰,8462.54112786000
北投區,6301200,中央里,6301200022,007,6301200022007,中央里7鄰,5419.73273747000
北投區,6301200,清江里,6301200021,011,6301200021011,清江里11鄰,15236.11314970000
北投區,6301200,中央里,6301200022,016,6301200022016,中央里16鄰,59890.98958890000
北投區,6301200,奇岩里,6301200020,008,6301200020008,奇岩里8鄰,28456.90671350000
北投區,6301200,奇岩里,6301200020,004,6301200020004,奇岩里4鄰,4585.68218078000
北投區,6301200,永和里,6301200009,008,6301200009008,永和里8鄰,10419.99397750000
北投區,6301200,永和里,6301200009,006,6301200009006,永和里6鄰,44662.91813210000
北投區,6301200,奇岩里,6301200020,006,6301200020006,奇岩里6鄰,5173.94787882000
北投區,6301200,奇岩里,6301200020,003,6301200020003,奇岩里3鄰,87722.75429680000
北投區,6301200,中央里,6301200022,018,6301200022018,中央里18鄰,34110.17709950000
北投區,6301200,永和里,6301200009,022,6301200009022,永和里22鄰,10031.51933600000
北投區,6301200,清江里,6301200021,014,6301200021014,清江里14鄰,10816.24746390000
北投區,6301200,中央里,6301200022,028,6301200022028,中央里28鄰,5469.04365099000
北投區,6301200,永和里,6301200009,007,6301200009007,永和里7鄰,28804.55375570000
北投區,6301200,奇岩里,6301200020,007,6301200020007,奇岩里7鄰,9849.91623174000
士林區,6301100,公館里,6301100044,007,6301100044007,公館里7鄰,120197.94875900000
北投區,6301200,清江里,6301200021,013,6301200021013,清江里13鄰,6505.37765452000
北投區,6301200,清江里,6301200021,012,6301200021012,清江里12鄰,4383.14620629000
士林區,6301100,新安里,6301100045,006,6301100045006,新安里6鄰,232833.22666200000
北投區,6301200,一德里,6301200037,016,6301200037016,一德里16鄰,125108.85415900000
北投區,6301200,永欣里,6301200010,003,6301200010003,永欣里3鄰,412348.27765700000
北投區,6301200,中央里,6301200022,025,6301200022025,中央里25鄰,8488.53873010000
北投區,6301200,永和里,6301200009,021,6301200009021,永和里21鄰,3989.28130438000
北投區,6301200,永和里,6301200009,020,6301200009020,永和里20鄰,27522.24597920000
北投區,6301200,中央里,6301200022,027,6301200022027,中央里27鄰,3412.76498828000
北投區,6301200,清江里,6301200021,021,6301200021021,清江里21鄰,9180.76199768000
士林區,6301100,天母里,6301100042,014,6301100042014,天母里14鄰,19651.33454700000
北投區,6301200,清江里,6301200021,015,6301200021015,清江里15鄰,7165.47442876000
北投區,6301200,中央里,6301200022,024,6301200022024,中央里24鄰,21290.01800520000
士林區,6301100,天母里,6301100042,017,6301100042017,天母里17鄰,74528.34660020000
北投區,6301200,一德里,6301200037,017,6301200037017,一德里17鄰,7526.05826086000
北投區,6301200,中央里,6301200022,026,6301200022026,中央里26鄰,2066.32281571000
北投區,6301200,清江里,6301200021,016,6301200021016,清江里16鄰,3603.46770358000
北投區,6301200,中央里,6301200022,023,6301200022023,中央里23鄰,2100.86510467000
士林區,6301100,新安里,6301100045,008,6301100045008,新安里8鄰,231672.53406200000
北投區,6301200,清江里,6301200021,020,6301200021020,清江里20鄰,6874.33346167000
北投區,6301200,中央里,6301200022,022,6301200022022,中央里22鄰,3652.49899124000
士林區,6301100,天母里,6301100042,005,6301100042005,天母里5鄰,13847.16873310000
北投區,6301200,八仙里,6301200018,004,6301200018004,八仙里4鄰,60378.32753030000
北投區,6301200,一德里,6301200037,018,6301200037018,一德里18鄰,7537.63223402000
北投區,6301200,奇岩里,6301200020,016,6301200020016,奇岩里16鄰,110394.80881200000
北投區,6301200,奇岩里,6301200020,010,6301200020010,奇岩里10鄰,8590.54084207000
北投區,6301200,奇岩里,6301200020,009,6301200020009,奇岩里9鄰,13583.07986300000
北投區,6301200,永和里,6301200009,002,6301200009002,永和里2鄰,31695.04459760000
北投區,6301200,清江里,6301200021,017,6301200021017,清江里17鄰,7565.98074263000
北投區,6301200,八仙里,6301200018,013,6301200018013,八仙里13鄰,1036840.42959000000
北投區,6301200,一德里,6301200037,023,6301200037023,一德里23鄰,258884.72745500000
北投區,6301200,清江里,6301200021,018,6301200021018,清江里18鄰,4605.57209762000
北投區,6301200,一德里,6301200037,019,6301200037019,一德里19鄰,5859.37303992000
北投區,6301200,清江里,6301200021,019,6301200021019,清江里19鄰,3031.88756925000
北投區,6301200,一德里,6301200037,020,6301200037020,一德里20鄰,30152.01177500000
北投區,6301200,奇岩里,6301200020,012,6301200020012,奇岩里12鄰,42469.38453310000
北投區,6301200,奇岩里,6301200020,027,6301200020027,奇岩里27鄰,5647.18048047000
士林區,6301100,新安里,6301100045,007,6301100045007,新安里7鄰,167463.82173900000
士林區,6301100,天母里,6301100042,013,6301100042013,天母里13鄰,5851.73402349000
北投區,6301200,永和里,6301200009,005,6301200009005,永和里5鄰,9365.03351538000
士林區,6301100,公館里,6301100044,008,6301100044008,公館里8鄰,117145.15996700000
士林區,6301100,天母里,6301100042,004,6301100042004,天母里4鄰,7554.88318584000
北投區,6301200,永和里,6301200009,001,6301200009001,永和里1鄰,68606.23233490000
北投區,6301200,清江里,6301200021,022,6301200021022,清江里22鄰,7183.32498594000
士林區,6301100,天母里,6301100042,012,6301100042012,天母里12鄰,16823.83873270000
北投區,6301200,永和里,6301200009,004,6301200009004,永和里4鄰,9664.13924857000
北投區,6301200,奇岩里,6301200020,011,6301200020011,奇岩里11鄰,4122.12959779000
北投區,6301200,清江里,6301200021,024,6301200021024,清江里24鄰,7461.97998865000
士林區,6301100,平等里,6301100048,001,6301100048001,平等里1鄰,492668.82812800000
士林區,6301100,天母里,6301100042,002,6301100042002,天母里2鄰,11814.07185460000
士林區,6301100,天和里,6301100039,021,6301100039021,天和里21鄰,9541.73411766000
北投區,6301200,清江里,6301200021,023,6301200021023,清江里23鄰,8064.99123171000
北投區,6301200,永欣里,6301200010,015,6301200010015,永欣里15鄰,53002.95421910000
北投區,6301200,奇岩里,6301200020,017,6301200020017,奇岩里17鄰,8620.79008326000
