Category,Category_Name,Classes,Classes_Name,Subcategory,Subcategories_Name,Business_Item,Business_Item_Desc,Business_Item_Content
C,製造業,C9,非金屬礦物製品製造業,C901,非金屬礦物製品製造業,C901020,玻璃及玻璃製品製造業,從事玻璃及玻璃製品製造之行業。包括平板玻璃及其製品製造業、玻璃容器製造業、玻璃纖維製品製造業、其他玻璃及玻璃製品製造業。科學及工業用玻璃器皿及玻璃熟料之製造亦歸入本類。光學玻璃製品製造應歸入 CE01（光學及精密器械製造業）小類之適當細類。
C,製造業,C9,非金屬礦物製品製造業,C901,非金屬礦物製品製造業,C901030,水泥製造業,從事各種水泥或水泥熟料製造之行業。
C,製造業,C9,非金屬礦物製品製造業,C901,非金屬礦物製品製造業,C901040,預拌混凝土製造業,從事將水泥、混凝土粒料及摻料（輸氣劑、飛灰、爐碴等），以水充分拌合後供運至工地澆鑄用之行業。
C,製造業,C9,非金屬礦物製品製造業,C901,非金屬礦物製品製造業,C901050,水泥及混凝土製品製造業,以水泥、砂、石、水拌合後灌至模具內凝固成型之產品製造之行業。如石綿管、石綿瓦、水泥磚、水泥樑、石綿板、水泥瓦、混凝土管、混凝土磚、水泥浴盆、水泥橋段、水泥垃圾桶、混凝土枕木、水泥空心磚、混凝土邊石、鋼筋水泥製品、預力混凝土管、預力混凝土電桿、加石綿水泥製品、預力混凝土基樁、加纖維水泥製品、混凝土柱、樑、版、預鑄混凝土人孔、手孔、預鑄混凝土隧道弓型支堡、鋼襯預力混凝土自來水管等之製造。
C,製造業,C9,非金屬礦物製品製造業,C901,非金屬礦物製品製造業,C901060,耐火材料製造業,從事耐火材料製造之行業。
C,製造業,C9,非金屬礦物製品製造業,C901,非金屬礦物製品製造業,C901070,石材製品製造業,從事以天然原石為材料，不經熱處理或化學變化，直接切割、研磨、雕刻、著色製造石材製品之行業。
C,製造業,C9,非金屬礦物製品製造業,C901,非金屬礦物製品製造業,C901990,其他非金屬礦物製品製造業,從事C901010 至C901070 細類以外其他非金屬礦物製品製造之行業，如建築用粘土製品、工業及研磨材料、石灰、石膏製品、雲母製品、石墨製品等。
C,製造業,CA,金屬業,CA01,鋼鐵、鋁、銅及鎂基本工業,CA01010,鋼鐵冶鍊業,從事礦砂之冶鍊以生產生鐵、合金鐵及直接還原鐵（如海綿鐵、熱鐵塊），或再以生鐵、直接還原鐵或廢鋼精鍊成碳素鋼、合金鋼等行業。
C,製造業,CA,金屬業,CA01,鋼鐵、鋁、銅及鎂基本工業,CA01020,鋼鐵軋延及擠型業,從事以熱軋、冷軋、擠型等方式產製鋼鐵或鋼鐵合金粗製品或基本鋼鐵件之行業。
C,製造業,CA,金屬業,CA01,鋼鐵、鋁、銅及鎂基本工業,CA01030,鋼鐵鑄造業,從事以生鐵、廢鐵與合金原料融熔之金屬液，以澆鑄、金屬硬模、或壓鑄等方式製成鋼鐵元件之行業。但鋼鐵模具之鑄製應歸入CQ01010（模具製造業）細類。
C,製造業,CA,金屬業,CA01,鋼鐵、鋁、銅及鎂基本工業,CA01050,鋼材二次加工業,從事以各種機械加工方式，加工鋼鐵基本材料，以產製後續金屬製品業及機械製造業需用之鋼鐵原材料者。如鍍鋅鋼片、鍍鍚鋼片、鋼板裁剪、冷抽鋼棒、冷抽合金鋼棒、冷抽不鏽鋼棒、焊接型鋼、焊接不鏽鋼管、焊接合金鋼管、鋼結構等之製造。 非定尺鋼板裁剪亦歸入本細類。
C,製造業,CA,金屬業,CA01,鋼鐵、鋁、銅及鎂基本工業,CA01060,鋼線鋼纜製造業,從事鋼線、鋼纜製造之行業。
C,製造業,CA,金屬業,CA01,鋼鐵、鋁、銅及鎂基本工業,CA01070,廢車船解體及廢鋼鐵五金處理業,從事廢車船解體或廢鋼鐵、廢五金處理之行業。
C,製造業,CA,金屬業,CA01,鋼鐵、鋁、銅及鎂基本工業,CA01080,鍊鋁業,從事以鋁礬土鍊製成鋁、商用純鋁精鍊成高純度鋁或鍊製鋁合金之行業。
C,製造業,CA,金屬業,CA01,鋼鐵、鋁、銅及鎂基本工業,CA01090,鋁鑄造業,從事以初生鋁或再生鋁加入合金原料鑄造成型元件之行業。
C,製造業,CA,金屬業,CA01,鋼鐵、鋁、銅及鎂基本工業,CA01100,鋁材軋延、伸線、擠型業,從事以軋延、伸線、擠型等方式產製鋁或鋁合金粗製品或基本鋁件之行業。
C,製造業,CA,金屬業,CA01,鋼鐵、鋁、銅及鎂基本工業,CA01110,鍊銅業,從事以銅礦或廢銅料鍊製成銅錠或精製電解銅及銅合金之行業。
C,製造業,CA,金屬業,CA01,鋼鐵、鋁、銅及鎂基本工業,CA01120,銅鑄造業,從事以銅或銅合金為主要原料鑄造成型元件之行業。
C,製造業,CA,金屬業,CA01,鋼鐵、鋁、銅及鎂基本工業,CA01130,銅材軋延、伸線、擠型業,從事以軋延、伸線、擠型等方式產製銅或銅合金粗製品或基本銅件之行業。
C,製造業,CA,金屬業,CA01,鋼鐵、鋁、銅及鎂基本工業,CA01140,鍊鎂業,從事以海水或鎂礦為原料，利用電解法或熱還原鍊製成鎂錠，或以鎂錠、廢鎂經重熔調配合金成分鍊製成鎂合金錠之行業。
C,製造業,CA,金屬業,CA01,鋼鐵、鋁、銅及鎂基本工業,CA01150,鎂鑄造業,從事以鎂或鎂合金錠為主要原料鑄造成型元件之行業。
C,製造業,CA,金屬業,CA01,鋼鐵、鋁、銅及鎂基本工業,CA01160,鎂材軋延、伸線、擠型業,從事以軋延、伸線、擠型等方式產製鎂或鎂合金粗製品或基本鎂件之行業。
C,製造業,CA,金屬業,CA01,鋼鐵、鋁、銅及鎂基本工業,CA01990,其他非鐵金屬基本工業,從事CA01以外非鐵金屬製造，或再經鍛造、擠型、軋壓、伸線，以製造基本製件如片、棒、線、環、管等，以及合金之製造等行業。
C,製造業,CA,金屬業,CA02,金屬製品製造業,CA02010,金屬結構及建築組件製造業,從事金屬結構及建築組件製造之行業。但建築鋼筋之製造應歸入CA01020（鋼鐵軋延及擠型業）細類。
C,製造業,CA,金屬業,CA02,金屬製品製造業,CA02030,螺絲、螺帽、螺絲釘、及鉚釘等製品製造業,從事各種有、無螺紋製品之緊固件製造之行業。如梢、釘、鉚釘、螺帽、螺栓、螺絲、螺旋鉤、螺旋圈、墊圈等之製造。
C,製造業,CA,金屬業,CA02,金屬製品製造業,CA02040,彈簧製造業,從事彈簧、彈片製造之行業。
C,製造業,CA,金屬業,CA02,金屬製品製造業,CA02050,閥類製造業,從事閥類之鑄鍛製造、組裝之行業。
C,製造業,CA,金屬業,CA02,金屬製品製造業,CA02060,金屬容器製造業,從事金屬貯槽、運輸容器、小型金屬容器製造之行業。
C,製造業,CA,金屬業,CA02,金屬製品製造業,CA02070,製鎖業,從事各種鎖製造之行業。
C,製造業,CA,金屬業,CA02,金屬製品製造業,CA02080,金屬鍛造業,從事以鍛造加工方式製造金屬鍛品之行業。
C,製造業,CA,金屬業,CA02,金屬製品製造業,CA02090,金屬線製品製造業,從事以金屬線（絲）加工製造製品之行業。但線材彈簧應歸入CA02040（彈簧製造業）細類。
C,製造業,CA,金屬業,CA02,金屬製品製造業,CA02990,其他金屬製品製造業,從事CA02010 至CA02090 以外之金屬製品製造，如鐵皮、金屬皮製品、金屬片銲製器皿，以及其他筒、匣製造之行業。印刷鉛字鑄製業亦歸入本細類。
C,製造業,CA,金屬業,CA03,熱處理業,CA03010,熱處理業,從事以鋼鐵熱處理或其他非鐵金屬熱處理之行業。如鋼鐵熱處理、化學蒸鍍處理、物理蒸鍍處理、非鐵金屬熱處理、機械零件熱處理、金屬製品熱處理等。
C,製造業,CA,金屬業,CA04,表面處理業,CA04010,表面處理業,從事鋼材或其他金屬製成品之各種表面處理，如磨光、電鍍、鍍著、塗覆、噴焊、烤漆、噴漆、染色、壓花、發藍、上釉及其他化學處理之行業。塑膠製品表面電鍍亦歸入本類。
C,製造業,CA,金屬業,CA05,粉末冶金業,CA05010,粉末冶金業,從事金屬粉末衝壓燒結製成元件之行業。
C,製造業,CB,機械製造業,CB01,機械製造業,CB01010,機械設備製造業,從事機械設備製造業務之行業，機械設備包括鍋爐及原動機（引擎、內燃機、渦輪機等）；農業及園藝機械；金屬加工用機械（如金屬切削工具機、金屬成型工具機等）；專用生產機械（如紡織及成衣機械、食品飲料機械、化工機械、 塑膠橡膠機械、造紙機械、印刷機械、木工機械、包裝機械等）、建築機械、礦業機械、輸送機械、金屬冶煉及加工設備、半導體製造設備等。但不包括電腦、通信、視聽電子、電力機械器材及設備之製造及修配。
C,製造業,CB,機械製造業,CB01,機械製造業,CB01020,事務機器製造業,從事辦公室用機器製造之行業。從事電腦及其週邊設備製造之行業應歸入CC01110（電腦及其週邊設備製造業）。
C,製造業,CB,機械製造業,CB01,機械製造業,CB01030,污染防治設備製造業,從事污染防治器材、設備製造修配之行業。如空氣污染防治器材、廢（污）水處理器材、噪音、防振器材及廢棄物處理器材、焚化爐等。
C,製造業,CB,機械製造業,CB01,機械製造業,CB01061,警械製造業,依「警械使用條例」及「警械許可定製售賣持有管理辦法」之規定，從事警棍、警銬、電氣警棍（棒）（電擊器）、防暴網等警械製造之行業。
C,製造業,CB,機械製造業,CB01,機械製造業,CB01071,冷凍空調設備製造業,依「冷凍空調業管理條例」從事冷凍、冷藏、空氣調節、環境控制、潔淨室、冰水主機、儲能設備、通風換氣等設備之製造業。
C,製造業,CB,機械製造業,CB01,機械製造業,CB01081,槍砲彈藥主要組成零件製造業,依「槍砲彈藥刀械管制條例」及「槍砲彈藥刀械許可及管理辦法」之規定，從事槍砲彈藥刀械主要組成零件製造之行業。
C,製造業,CB,機械製造業,CB01,機械製造業,CB01091,魚槍製造業,依「槍砲彈藥刀械管制條例」及「槍砲彈藥刀械許可及管理辦法」之規定，從事製造魚槍之行業。
C,製造業,CB,機械製造業,CB01,機械製造業,CB01101,管制刀械製造業,依「槍砲彈藥刀械管制條例」及「槍砲彈藥刀械許可及管理辦法」之規定，從事管制刀械製造之行業。
C,製造業,CB,機械製造業,CB01,機械製造業,CB01990,其他機械製造業,從事CB01010至CB01101細類以外其他機械及機械零組件製造修配之行業。如空油壓機器、販賣機、機械用活塞及曲柄、齒輪、軸承、號誌機、水處理機械等製造之行業。
C,製造業,CC,電機及電子機械器材業,CC01,電機及電子機械器材製造業,CC01010,發電﹑輸電﹑配電機械製造業,從事發電、輸電、配電機械及電力操縱機械設備等製造修配之行業。但裝置於收音機、電視機或通訊機器中之電子用變壓器等應歸入CC01080（電子零組件製造業）細類。
C,製造業,CC,電機及電子機械器材業,CC01,電機及電子機械器材製造業,CC01020,電線及電纜製造業,從事絕緣或非絕緣電線及電纜製造之行業。
C,製造業,CC,電機及電子機械器材業,CC01,電機及電子機械器材製造業,CC01030,電器及視聽電子產品製造業,從事電器及視聽設備之各種電子產品製造之行業。但製造單一主機在10冷凍噸以上或5馬力以上之冷凍、冷藏、空氣調節、環境控制、潔淨室、冰水主機、儲能設備、通風換氣等設備者，應歸入CB01071（冷凍空調設備製造業）。
C,製造業,CC,電機及電子機械器材業,CC01,電機及電子機械器材製造業,CC01040,照明設備製造業,從事照明設備產品製造之行業。包括電燈泡及燈管製造業、照明器具製造業。螢光管之製造亦歸入本細類。
C,製造業,CC,電機及電子機械器材業,CC01,電機及電子機械器材製造業,CC01060,有線通信機械器材製造業,從事利用金屬導體或介質傳遞收發電波信號之機械器材製造之行業。
C,製造業,CC,電機及電子機械器材業,CC01,電機及電子機械器材製造業,CC01070,無線通信機械器材製造業,從事非屬電信管制射頻器材，應經許可項目之無線電信器材製造之行業，如廣播、電視頻段接收機、頻率九十千赫以下且電功率一千瓦以下之超音波清洗器材、全球定位系統接收器（GPS）、船舶用航儀設備、漁探器及聲納等。
C,製造業,CC,電機及電子機械器材業,CC01,電機及電子機械器材製造業,CC01080,電子零組件製造業,從事電子零組件製造之行業。包括半導體製造業、被動電子元件製造業、印刷電路板製造業、其他電子零組件製造業等。
C,製造業,CC,電機及電子機械器材業,CC01,電機及電子機械器材製造業,CC01090,電池製造業,從事電池製造之行業。包括化學電池、標準電池、蓄電池等。
C,製造業,CC,電機及電子機械器材業,CC01,電機及電子機械器材製造業,CC01101,電信管制射頻器材製造業,從事電信管制射頻器材應經許可項目製造之行業，如無線電發射機、無線電收發信機、無線電收信機、工業、科學、醫療用幅射性電機及其他具有產生無線電輻射能之電機等。
C,製造業,CC,電機及電子機械器材業,CC01,電機及電子機械器材製造業,CC01110,電腦及其週邊設備製造業,從事電腦、終端裝置、週邊設備及電腦組件製造之行業。但代客處理資料應歸入 I301020（資料處理服務業）細類。
