"統一編號","商業名稱","商業地址","登記狀態"
"10901232","金桃食品行","雲林縣西螺鎮漢光里平和南路188號1樓","核准設立"
"10929978","德成企業社","臺中市豐原區南嵩里水源路坪頂巷２４－２５號１樓","核准設立"
"12064491","東洋漁行","臺東縣關山鎮中福里中華路六十二號一樓","核准設立"
"12064491","東洋漁行","臺東縣關山鎮中福里中華路六十二號一樓","核准設立"
"13211627","冠宏肉品","臺南市麻豆區安正里?地1之2號1樓","核准設立"
"13323003","明新食品行","高雄市燕巢區安招里安林路３１號","核准設立"
"13488258","上傑企業社","新竹縣關西鎮新富里8鄰石門4-1號","歇業／撤銷"
"13515446","金隆興碾米廠","新北市中和區中正路１２０６巷６號（１樓）","核准設立"
"13733077","育誠行","彰化縣彰化市莿桐里彰鹿路１２３巷２５弄９號","歇業／撤銷"
"13780789","咖啡大師行","新北市中和區建一路１５２號","廢止"
"13797607","明記花生行","新北市新莊區瓊林南路１１８號之２１","核准設立"
"13955160","萬益農產行","彰化縣大村鄉加錫村加錫二巷5-1號","核准設立"
"14261960","西港食品企業社","新北市蘆洲區和平路69號","核准設立"
"14368098","豐利豆腐店","臺南市永康區勝利里勝利街195號1樓","核准設立"
"14417696","豐醇食品廠","臺中市后里區舊社里舊社路一四０號","歇業／撤銷"
"14452356","衣谷食品冷凍廠","高雄市茄萣區嘉賜里茄萣路２段３４３號１樓","歇業／撤銷"
"14601237","上安農場","南投縣水里鄉南光村中山路一段二三之二二號﹝僅供辦公室使用﹞","核准設立"
"14602708","神農酒莊","南投縣國姓鄉南港村南港路六號","核准設立"
"14602708","神農酒莊","南投縣國姓鄉南港村南港路六號","核准設立"
"14629447","貴美肉品屋鮮肉商行","彰化縣彰化市文化里中民街１８號１樓","核准設立"
"14629447","貴美肉品屋鮮肉商行","彰化縣彰化市文化里中民街１８號１樓","核准設立"
"14642130","柑園食品廠","新北市樹林區東興街１６巷２８號","遷他縣市"
"14642130","柑園食品廠","桃園市桃園區汴洲里?庫西街４６巷１８號１樓","廢止"
"14763485","泓達農產食品行","嘉義縣鹿草鄉後寮村後寮38之5號","核准設立"
"14763485","泓達農產食品行","嘉義縣鹿草鄉後寮村後寮38之5號","核准設立"
"14880701","久久企業社","新北市新店區中正路５５０巷３號地下層","歇業／撤銷"
"14957341","黃永興碾米工廠二廠","桃園市大溪區仁和里埔頂路一段２５７之１、２５７之２號一樓","核准設立"
"14986578","國亮食品加工廠","臺南市歸仁區南保里大順街308號","歇業／撤銷"
"15670793","佶利蛋品商行","臺中市大里區金城里中興路一段３１０巷１２弄１６號１樓","核准設立"
"17330589","宏吉商行","新竹縣新埔鎮內立里關埔路內立段３２８巷１８號１樓","歇業／撤銷"
"17477112","詮宏企業社","桃園市中壢區後寮里龍興路７１７巷１號","核准設立"
"17675719","清泰農產加工廠","桃園市桃園區忠義里大有路６１號","歇業／撤銷"
"17937185","保信企業社","宜蘭縣礁溪鄉白雲村白雲三路三六號一樓","核准設立"
"17980416","大德食品行","臺南市安南區溪心里安中路2段37巷75號1樓","核准設立"
"18012751","瑞優企業社","高雄市茄萣區茄萣路二段３０５號１樓","核准設立"
"18225924","佳山羊肉供銷部","澎湖縣白沙鄉中屯村中屯一三之一八號","核准設立"
"18227985","富國小吃部","澎湖縣馬公市陽明里新生路８６巷１５弄２０號","核准設立"
"18332635","上味食品行","臺中市大里區東興里東榮路６８２號一Ｆ","核准設立"
"19816715","好康農山產加工廠","臺東縣大武鄉尚武村朝庸十六號一樓","歇業／撤銷"
"19919439","巧津食品行","高雄市前鎮區西山里台鋁１巷４號４樓","核准設立"
"19931525","鮮豐館","彰化縣鹿港鎮大有里第一公有零售市場蝦丸類B區第B－8號","核准設立"
"20154431","三一八食品行","臺南市安南區淵中里本田路3段221號1樓","核准設立"
"20154431","三一八食品行","臺南市安南區淵中里本田路3段221號1樓","核准設立"
"20273823","鴻大商行","新北市三重區重陽路３段１６０號１樓","歇業／撤銷"
"21429991","景福米廠","彰化縣田中鎮沙崙里中州路二段五六九號一樓","核准設立"
"00702847","興隆豆腐店","基隆市暖暖區興隆街四號","核准設立"
"00849758","國信食品股份有限公司基隆營業所","基隆市信義區深澳坑路Ｏ號一樓一之五四號","核准設立"
"01250080","上將包子企業社","桃園市龜山區龜山里萬壽路二段735號1樓","核准設立"
"02091462","林錢企業社","新北市新莊區中正路１９號１０樓","核准設立"
"02135861","豐興農行","新北市板橋區長江路1段106巷12弄1之3號","核准設立"
"02341200","台鳳企業社","新北市樹林區東榮街212號","停業"
"02372224","鄉妮食品行","新北市永和區永貞路５９巷６弄３號?0樓","歇業／撤銷"
"02472504","益農農業社","桃園市新屋區東明里７鄰甲頭厝１６之１號１樓","核准設立"
