"Response_X","Response_Y","R_cat","P_cat","M_cat"
300742.101,2770741.953,2,1,0
300910.593,2770699.361,1,1,0
300768.753,2770744.642,1,1,0
300603.878,2769999.332,5,0,0
300580.827,2769699.037,3,0,0
300735.174,2770818.493,2,2,0
300577.034,2769675.718,1,0,0
300582.4,2769967.162,2,0,0
300591.471,2769972.848,2,0,0
300619.393,2769653.741,1,0,0
300623.591,2769654.475,2,0,0
300716.33,2770746.695,1,1,0
300568.037,2769790.179,2,0,0
300715.629,2770742.246,3,0,0
300697.657,2770653.232,2,0,0
300695.601,2770639.214,1,1,2
300694.902,2770634.297,1,0,0
300646.83,2770646.94,2,0,0
300660.598,2770646.706,3,0,2
300685.268,2770433.745,2,0,0
300686.312,2770590.24,8,0,1
300686.247,2770572.539,3,3,0
300685.441,2770567.609,0,6,0
300682.848,2770551.854,1,0,0
300677.82,2770387.457,1,0,1
300680.237,2770534.643,4,5,0
309825.786,2774732.954,1,0,0
309860.101,2774712.83,3,0,0
309948.303,2774691.278,1,1,0
309936.923,2774599.412,1,3,1
309952.793,2774557.755,2,0,0
309902.832,2774512.879,1,1,0
309958.672,2774658.865,3,0,0
309932.545,2774625.695,0,2,0
309980.135,2774649.966,1,0,0
310064.082,2774662.088,1,0,0
310084.14,2774614.263,1,0,0
310077.175,2774617.758,2,3,1
310013.807,2774633.817,1,0,0
310316.586,2774687.56,3,4,0
310135.172,2774624.446,1,0,0
310196.995,2774702.775,2,0,0
310061.917,2774604.195,2,0,1
310068.985,2774600.341,1,0,1
310058.056,2774544.503,1,1,1
310065.742,2774509.853,1,1,0
310052.12,2774543.192,1,0,0
310115.671,2774502.958,1,0,1
310084.369,2774573.443,2,0,0
310086.102,2774526.401,1,0,1
310153.068,2774574.724,6,0,0
310409.954,2774661.04,2,0,0
309642.784,2774793.94,1,0,1
310425.59,2774664.486,2,0,0
310268.033,2774601.059,2,1,0
310311.661,2774577.773,0,1,1
310402.015,2774628.904,3,1,0
309684.396,2774842.687,2,0,0
309695.441,2774801.198,1,0,0
309634.991,2774832.096,2,0,0
309711.293,2774792.335,1,0,0
309735.975,2774796.356,1,1,0
309721.521,2774769.845,2,0,0
309766.698,2774763.617,1,0,0
309814.401,2774755.291,2,0,0
309771.347,2774732.143,4,0,0
309796.545,2774748.402,2,1,0
311692.197,2773714.665,2,0,0
311702.033,2773709.254,0,2,0
311754.145,2773742.943,3,0,0
311768.336,2773727.627,1,3,0
311734.929,2773747,0,2,0
311750.593,2773746.776,0,2,0
311717.929,2773893.376,1,0,0
311754.831,2773861.78,2,0,0
311798.122,2773848.756,1,3,0
311715.681,2773756.371,1,1,0
311706.75,2773701.384,0,2,0
311710.354,2773705.367,1,0,0
311429.958,2773773.545,2,0,0
311461.951,2773783.728,3,2,0
311286.299,2773902.881,1,0,1
311299.011,2773883.868,1,0,0
311327.729,2773847.244,1,0,1
311342.398,2773829.731,1,0,0
311400.579,2773781.451,1,1,0
311408.059,2773779.438,0,2,0
311713.438,2773694.208,1,4,1
311726.203,2773677.373,0,2,0
311729.319,2773672.651,1,0,1
311772.625,2773740.524,3,0,0
311794.494,2773717.816,0,1,0
311782.157,2773713.846,0,1,1
311783.41,2773729.003,0,1,0
311755.145,2774096.347,1,1,0
311649.62,2774133.44,1,1,0
311747.965,2774120.132,1,1,0
311775.834,2774111.567,0,2,0
311775.787,2774121.347,2,0,0
311775.697,2774140.207,0,2,0
311775.625,2774155.334,1,0,0
311684.654,2774146.369,0,0,2
311719.58,2774206.018,1,0,0
311712.371,2774206.053,1,0,0
311759.367,2774205.824,2,0,0
311705.961,2774257.154,2,0,0
311824.2,2773731.572,1,1,0
311811.135,2773780.788,4,0,0
311806.948,2773786.005,1,0,0
311797.988,2773797.166,4,0,0
311776.857,2773781.796,3,0,1
311767.47,2773813.136,3,3,0
311815.1,2773751.221,1,1,0
311824.731,2773760.547,3,13,0
311821.83,2773765.939,1,0,0
311790.954,2773760.11,1,0,1
311845.148,2773713.443,1,1,0
311862.483,2773764.023,2,0,0
311828.539,2773818.535,1,0,0
311748.159,2773922.92,0,2,0
311789.54,2773936.36,1,0,0
311876.804,2773819.199,3,0,3
311802.217,2773958.972,1,1,0
311747.935,2773984.853,2,0,0
311740.746,2773984.807,1,1,0
311782.834,2773683.472,1,2,0
311810.932,2774027.219,0,1,0
311723.128,2774049.665,3,0,1
311721.955,2774029.54,2,0,0
311713.383,2774049.51,1,3,0
311770.912,2774029.85,0,2,0
311743.071,2774029.674,1,0,0
311740.766,2774049.946,0,2,0
311632.331,2773522.273,1,0,0
311619.941,2773522.24,2,2,0
311703.227,2773523.184,1,0,0
311292.062,2773930.307,1,1,0
311796.171,2773460.476,1,0,0
311795.518,2773446.894,2,0,0
311760.739,2773463.363,3,0,2
311756.301,2773452.283,2,2,0
311258.04,2773983.228,9,2,2
311718.95,2773303.702,2,0,0
311761.679,2773319.574,1,1,0
311776.72,2773294.613,1,0,0
311827.091,2773283.493,0,4,0
311828.811,2773256.131,0,4,0
311686.699,2773310.193,2,0,0
311683.808,2773303.896,3,2,2
311719.041,2773270.727,1,0,1
311750.526,2773282.549,1,0,0
311802.107,2773284.411,1,0,0
311810.938,2773268.498,1,0,0
311686.897,2773270.726,0,2,0
311665.356,2773258.906,1,0,0
311312.343,2773961.314,1,2,0
311540.738,2773791.871,1,0,0
311510.597,2773815.054,0,2,0
311520.089,2773808.946,3,2,0
311448.6,2773817.411,3,0,1
311410,2773807.292,1,1,0
311413.555,2773843.24,1,0,0
311524.486,2773738.104,1,0,0
311385.751,2773323.811,2,0,0
311275.716,2773354.691,2,0,0
311271.06,2773335.537,0,1,3
311271.015,2773323.178,1,0,0
311270.946,2773304.151,0,1,1
311511.963,2773718.132,1,0,0
311502.019,2773702.271,1,0,0
311472.877,2773702.17,1,0,0
311494.206,2773736.46,0,2,0
311382.802,2773923.524,0,2,0
311386.115,2773312.124,1,0,0
311615.572,2773624.484,1,0,0
311665.947,2773630.383,1,0,1
311526.442,2773426.035,2,0,0
311668.249,2774387.857,1,0,0
311446.258,2774241.129,2,0,0
311780.132,2774439.083,3,1,0
311455.333,2774240.973,2,0,0
311799.741,2774432.846,1,1,0
311673.732,2774468.262,1,0,0
311690.709,2774454.659,2,0,0
311711.548,2774525.187,2,0,0
311694.121,2774510.214,1,1,0
311830.505,2774354.237,2,0,0
311876.153,2774281.277,1,0,0
311833.659,2774404.301,0,1,0
311859.045,2774470.272,0,2,0
311871.854,2774445.085,0,1,0
311941.766,2774396.478,1,0,0
311968.081,2774316.719,1,1,0
311960.031,2774364.978,2,0,0
311521.33,2774091.896,1,1,0
312033.438,2774215.376,1,0,0
311463.059,2774036.821,1,0,0
311441.674,2773907.445,1,1,0
311496.481,2773869.054,1,3,0
311613.694,2773917.68,1,1,0
311614.731,2773949.417,5,3,0
311618.541,2773974.341,1,1,0
311560.574,2773955.784,1,1,0
311520.6,2773965.189,2,3,0
311536.211,2773982.362,2,0,0
311534.443,2773990.857,0,2,0
311509.719,2773939.013,1,0,0
311716.34,2774382.524,0,2,0
311743.612,2774391.249,2,4,0
311544.582,2773906.195,5,1,2
311586.167,2773961.2,1,0,0
311563.294,2773996.157,1,0,1
311606.536,2774049.604,1,1,0
311586.547,2774068.723,1,1,0
311600.848,2774085.892,1,0,0
311597.334,2774090.143,2,0,0
311602.684,2774148.967,1,0,0
311594.238,2773875.658,1,0,0
311579.869,2773906.831,1,0,0
312393.779,2773758.928,2,0,0
312384.403,2773688.14,2,0,0
312373.054,2773680.733,1,0,0
312538.215,2773752.245,0,2,0
312487.074,2773729.747,1,0,1
312560.054,2773735.514,1,0,0
312573.207,2773757.347,2,0,0
312601.084,2773754.17,2,0,0
312457.425,2773819.726,1,0,0
312468.083,2773768.094,2,1,2
312550.039,2774051.416,1,1,0
312559.084,2774069.431,1,1,0
312516.464,2774071.492,1,1,0
312584.794,2774200.764,2,0,0
312523.069,2774108.665,2,0,0
312406.295,2773901.553,1,0,0
312404.317,2773970.409,2,0,0
312386.551,2773958.909,2,4,0
312409.045,2774023.408,1,0,0
312375.372,2774003.734,2,0,0
312393.378,2774020.368,0,1,0
312386.016,2774020.958,2,2,0
312381.604,2773872.208,2,0,0
312371.068,2773778.852,1,0,1
312395.13,2773861.273,0,1,0
312392.743,2773829.827,1,1,0
312401.159,2773804.829,2,0,0
312350.038,2773893.847,2,0,0
312306.472,2773977.458,1,0,0
312259.625,2773933.954,1,0,1
312308.086,2773902.67,2,0,0
312338.789,2773796.315,2,0,0
312290.452,2773821.744,1,0,0
312438.852,2773952.865,1,0,0
312426.069,2773900.819,5,2,0
312576.879,2773870.425,1,1,0
312500.004,2773856.654,1,0,0
312585.11,2773870.002,1,0,0
312452.892,2774007.144,0,1,1
312434.866,2774008.46,1,1,0
312479.24,2774005.219,1,1,0
312582.108,2774442.531,1,2,0
312542.507,2774388.886,1,0,0
312586.029,2774443.678,2,1,0
312618.868,2774406.885,0,0,2
312592.587,2774392.933,1,0,0
312557.056,2774403.399,3,0,1
312557.31,2774414.736,1,0,1
312601.316,2774448.15,2,2,0
312578.059,2774437.382,5,3,0
312583.37,2774438.922,3,1,0
312551.076,2774326.264,1,1,0
312587.44,2774440.101,1,3,0
312574.431,2774464.071,1,1,0
312588.573,2774486.336,2,0,0
312639.697,2774410.839,1,0,0
312602.208,2774345.982,1,0,1
312627.741,2774355.992,1,0,1
312767.22,2774274.718,2,0,0
312664.224,2774367.114,1,0,3
312349.632,2773491.407,1,0,1
312251.068,2773548.873,1,0,0
312312.248,2773501.047,1,0,0
312321.143,2773498.434,1,1,0
312334.882,2773506.96,1,1,0
312754.107,2774318.797,2,1,0
312738.15,2774365.801,1,2,0
312350.541,2773552.797,1,0,3
312374.578,2773556.916,1,1,0
312393.909,2773586.279,2,0,1
312449.727,2773549.955,1,0,0
312442.609,2773548.35,0,0,2
312542.162,2773599.416,1,1,0
312572.978,2773703.161,1,1,0
312653.26,2773700.429,2,0,0
312550.768,2773787.623,2,0,0
312563.565,2773786.991,2,0,0
312606.041,2773814.747,1,0,0
312558.917,2773848.009,0,2,0
312402.254,2773552.454,2,2,2
312317.175,2773817.86,1,0,0
312198.307,2773786.534,0,1,1
312204.939,2773824.184,2,2,1
312191.331,2773811.262,2,0,0
312149.978,2773900.236,2,0,0
312339.21,2773668.283,1,0,0
312346.009,2773689.101,1,0,1
312305.133,2773700.731,1,0,1
312287.082,2773766.704,1,1,0
312260.971,2773728.399,1,0,0
312229.328,2773699.532,3,2,0
312215.134,2773772.822,1,0,1
312230.688,2773778.018,1,0,1
312333.229,2773651.22,0,2,0
312216.381,2773705.702,1,1,0
312182.245,2773737.299,0,0,3
312347.863,2773609.455,1,0,0
312427.988,2773562.027,3,0,3
312415.876,2773673.326,1,0,0
312517.138,2773622.504,1,0,0
312434.286,2773637.153,0,1,1
300208.662,2770048.826,1,1,0
300145.668,2769840.261,1,0,0
301340.672,2772570.654,3,1,0
301997.897,2772626.968,1,0,0
301982.996,2772612.121,0,1,1
301977.477,2772606.601,1,0,1
302026.052,2772615.066,0,2,0
301721.76,2772590.539,1,0,2
301709.909,2772594.037,5,2,0
301700.316,2772593.278,1,0,0
301692.545,2772592.77,1,0,0
301681.357,2772592.039,1,1,1
301432.434,2772591.178,0,2,0
301428.687,2772590.908,2,0,0
301425.044,2772590.679,2,0,0
301926.444,2772608.052,1,1,0
301629.756,2772589.697,2,0,1
301623.819,2772589.233,1,0,0
301861.372,2772589.565,3,1,0
301871.409,2772604.783,8,6,3
301534.273,2772542.805,1,0,0
301547.631,2772513.738,1,1,0
301483.607,2772579.501,1,3,0
301469.589,2772578.612,2,0,0
300585.463,2780224.902,1,0,0
300716.575,2780234.216,2,0,0
300696.583,2780139.645,1,0,0
300652.046,2780118.11,1,0,0
300617.352,2780099.673,2,0,1
300583.591,2780009.871,1,0,1
300583.851,2780004.116,2,0,1
300596.413,2779988.83,2,0,0
300636.802,2779974.422,1,0,1
300629.177,2779985.344,1,0,1
300615.343,2779965.663,1,0,0
300614.9,2779971.104,2,0,0
300586.924,2779918.882,1,2,3
300643.727,2779835.969,1,0,0
300618.452,2779801.992,0,0,2
300631.791,2779794.005,2,0,0
300647.262,2780425.076,3,0,1
300655.174,2780422.762,2,0,0
300671.302,2780428.276,3,2,2
300737.847,2780451.313,1,0,0
300637.214,2780445.699,2,0,1
300753.319,2780454.781,3,1,1
300602.509,2780401.587,2,2,0
300608.206,2780391.297,2,0,0
300626.615,2780392.271,1,0,1
300631.979,2780350.735,6,0,1
300660.513,2780319.702,0,2,0
300599.417,2780267.728,1,1,0
300583.444,2780279.213,0,2,0
300579.352,2780272.887,1,0,0
307953.327,2768024.446,0,2,0
308010.738,2767962.116,2,0,0
307966.61,2768024.357,1,2,0
308003.156,2768030.69,1,0,0
308013.81,2767828.976,1,0,1
303009.065,2770920.842,8,3,0
303012.734,2770866.99,2,2,1
303017.817,2770887.219,1,0,0
302983.598,2770893.46,6,9,1
302972.378,2770896.039,1,0,0
303059.292,2770848.546,1,0,0
303077.43,2770895.384,2,0,0
303091.775,2770870.439,1,1,0
303104.606,2770878.874,1,0,0
303032.421,2770896.725,2,4,0
303040.656,2770894.688,1,1,0
303030.976,2770919.923,1,1,0
303005.235,2770839.208,5,5,1
303006.334,2770842.841,8,8,1
302860.199,2770349.282,1,1,0
302838.052,2770190.441,1,2,0
302855.15,2770323.174,2,0,0
302833.871,2770270.325,1,0,1
302966.608,2770690.567,1,0,0
302973.681,2770716.722,1,0,0
306592.38,2769363.738,2,1,0
306586.626,2769336.557,2,0,0
306578.296,2769338.04,1,0,0
306569.776,2769339.556,5,2,0
306630.149,2769331.682,3,0,0
306630.078,2769327.836,2,0,0
306629.624,2769303.459,2,1,0
306641.438,2769280.334,2,0,0
306690.507,2769304.008,1,0,1
306648.634,2769271.973,0,4,0
306667.8,2769287.316,1,1,0
306657.307,2769259.626,1,0,1
306671.036,2769283.107,2,1,0
306674.114,2769279.102,1,1,0
306680.132,2769271.274,1,0,0
306667.416,2769246.436,3,0,0
306670.131,2769242.894,1,0,0
306675.315,2769236.129,5,1,1
306704.797,2769238.342,2,1,0
306804.978,2769210.305,2,1,1
306765.957,2769202.586,3,1,0
306758.515,2769217.51,2,0,0
306758.687,2769168.432,1,1,0
306745.3,2769142.077,1,0,0
306764.684,2769161.42,2,1,0
306779.135,2769142.498,2,4,0
306763.869,2769121.804,0,2,0
306786.062,2769132.942,2,1,0
306781.541,2769098.61,0,1,0
306808.226,2769107.235,2,0,0
306786.98,2769088.033,2,2,0
306788.78,2769085.731,5,5,0
306898.471,2769151.291,2,2,1
306904.268,2769155.863,4,0,3
306828.471,2769091.15,3,0,0
306922.656,2769164.088,3,1,0
306923.092,2769170.272,3,1,0
306839.145,2769099.906,1,0,1
306847.271,2769088.981,1,1,0
306834.869,2769175.62,1,1,0
306894.494,2769174.498,1,1,0
306819.702,2769194.307,1,3,0
306902.139,2769181.809,2,2,0
306813.009,2769203.455,3,4,0
306889.557,2769186.942,1,1,0
306852.011,2769152.492,1,2,0
306875.795,2769111.512,2,2,0
306932.214,2769112.702,2,0,0
306831.142,2769075.947,1,1,0
306814.644,2769055.669,1,0,0
306837.644,2769067.287,1,0,1
306836.169,2769026.268,1,0,0
306859.341,2769038.388,7,2,1
306846.048,2769013.246,0,1,1
306927.359,2769034.085,2,0,0
306917.852,2769054.341,1,0,1
306924.259,2769059.845,1,0,0
306992.226,2769118.55,1,0,0
306963.906,2769067.802,1,0,0
306901.489,2768979.417,1,0,0
306933.723,2768997.434,2,0,1
307000.311,2769035.927,3,1,1
306982.49,2769043.457,1,0,0
306946.404,2769013.091,0,3,0
306988.119,2769048.3,0,2,0
306955.047,2769020.424,2,0,0
306940.485,2768969.961,1,0,1
306975.89,2768984.401,2,0,0
306952.452,2768966.189,1,0,0
306958.846,2768964.174,2,0,0
306966.159,2768961.869,1,0,0
307009.853,2768973.906,2,1,0
306994.565,2768952.915,1,0,0
307055.836,2768959.681,2,0,0
307067.405,2768956.103,1,0,0
307094.075,2769058.451,3,2,0
307085.729,2769063.831,2,0,0
307073.112,2769072.669,1,1,0
307068.202,2769075.729,1,0,0
307103.032,2769013.73,1,0,0
307136.727,2769027.39,1,1,0
307032.74,2768993.435,1,0,0
307044.795,2769011.562,1,0,1
307064.648,2768983.901,1,0,0
307065.352,2769005.246,0,2,0
307150.918,2768975.269,2,0,0
307134.912,2768963.465,0,7,0
307150.303,2768958.739,4,0,0
307108.862,2768988.875,1,0,0
307021.003,2769046.368,2,0,0
307012.55,2769048.939,2,0,0
307098.955,2768949.637,1,0,1
307098.439,2768920.193,1,0,0
307127.019,2768938.79,2,3,0
307160.652,2768900.565,7,2,2
307172.619,2768970.689,1,1,0
307236.019,2768951.153,1,1,0
307254.375,2768945.239,6,5,1
307255.073,2768924.883,0,1,1
307298.15,2768911.044,0,2,0
307298.547,2768928.632,1,0,2
307214.405,2768957.481,1,1,0
307267.213,2768966.082,1,1,0
307229.888,2768977.591,1,1,0
307283.518,2769026.271,1,1,0
307222.25,2769024.959,2,0,2
307218.003,2769012.235,1,1,0
307174.328,2769051.336,2,0,2
307209.472,2769050.788,1,0,1
307143.028,2769049.199,3,2,0
307268.283,2769048.39,1,0,0
307287.683,2769048.388,1,0,0
307188.773,2768917.109,2,0,0
307182.779,2768893.245,2,0,0
307227.647,2768904.662,1,0,0
307232.588,2768877.354,3,0,1
307243.839,2768901.68,1,0,0
307274.707,2768891.714,2,0,0
307301.735,2768882.988,1,1,0
307313.406,2768850.889,2,0,0
307335.923,2768833.701,2,1,0
300916.975,2769321.77,5,4,0
300830.082,2769436.902,1,0,0
300842.689,2769364.509,1,0,0
300796.697,2769425.957,2,0,0
300827.392,2769349.157,1,0,0
300805.319,2769348.487,1,1,0
300837.644,2769302.522,1,0,0
300787.975,2769346.912,2,1,0
300734.213,2769345.333,1,1,0
300732.409,2769345.558,0,1,1
300712.572,2769348.714,1,0,0
301176.767,2769320.523,1,0,1
300717.294,2769314.866,1,3,0
300651.685,2769242.402,1,0,1
300591.683,2769311.277,1,0,0
300579.746,2769310.377,1,0,0
300577.044,2769310.152,3,0,0
300558.802,2769310.838,1,0,1
300421.933,2769338.273,1,0,0
300493.788,2769306.763,1,0,0
300404.884,2769337.882,1,0,0
300398.409,2769337.632,2,0,0
300466.509,2769306.298,1,1,0
300463.579,2769306.523,1,0,0
300448.479,2769288.889,1,0,0
300468.087,2769279.852,1,2,1
300380.459,2769157.643,1,0,0
300405.756,2769303.022,1,6,0
300376.902,2769287.542,1,0,0
300318.355,2769400.12,1,0,0
300258.173,2769332.882,14,13,5
300204.876,2769330.916,0,6,0
300191.135,2769330.127,4,5,0
301065.257,2769320.999,1,0,0
300999.864,2769317.193,2,1,0
300994.853,2769317.117,1,1,0
300990.308,2769319.155,2,4,0
300918.998,2769349.345,1,0,0
300905.466,2769349.344,1,0,1
302143.634,2770910.064,1,1,0
302162.85,2770941.77,9,9,3
302120.746,2770933.57,0,1,0
302117.821,2770900.053,1,0,0
302117.696,2770910.428,1,0,0
302054.109,2770911.171,2,0,0
302033.861,2770909.369,2,1,0
302011.852,2770910.829,1,3,0
305944.146,2769166.409,1,1,0
306091.37,2769125.42,1,1,0
305963.024,2769170.866,2,0,0
305903.295,2769171.261,2,0,0
305902.705,2769169.001,2,0,0
305921.977,2769169.037,2,0,0
305924.365,2769450.912,2,0,0
305898.815,2769154.079,1,0,0
305918.499,2769154.433,1,2,2
305859.109,2769155.875,1,1,0
305851.577,2769157.908,1,1,0
305915.129,2769141.269,1,1,0
305991.859,2769117.805,2,0,0
305905.88,2769105.149,1,0,0
305842.698,2769102.639,0,1,0
305819.447,2769108.13,1,0,1
305862.146,2769109.646,1,0,5
305853.417,2769111.994,1,0,0
305850.008,2769100.903,1,0,0
305923.616,2769092.798,3,0,0
306020.966,2769066.701,0,1,1
306018.051,2769051.811,5,3,0
306105.866,2769041.099,2,0,0
306071.899,2769033.375,1,0,0
306055.732,2769017.991,1,1,1
305878.222,2769073.241,1,1,0
305892.796,2769056.172,2,1,0
305833.087,2769052.637,1,0,0
305835.993,2769067.47,0,2,0
305939.757,2769036.412,3,3,0
306036.983,2768978.725,1,1,0
306023.663,2768981.564,0,2,0
306020.924,2768977.576,0,2,0
306046.446,2768993.249,1,0,1
305978.575,2769027.432,1,1,0
305807.768,2769028.184,0,1,1
305780.152,2769016.554,3,0,0
305792.446,2769032.172,1,0,0
305786.304,2769033.804,1,2,3
305829.152,2769004.708,2,0,0
305820.821,2769006.127,1,0,0
305810.54,2769007.938,1,0,1
305801.106,2769010.323,2,0,0
305813.609,2769026.672,1,1,0
305792.997,2769013.27,1,1,0
305946.087,2768974.645,1,1,0
305995.654,2768975.906,0,2,0
305995.485,2768956.68,1,1,0
306056.189,2768959.468,2,0,0
306072.354,2768940.027,1,1,0
305925.384,2768998.609,4,0,0
305850.92,2768974.606,1,0,0
305941.507,2768904.836,2,0,0
305873.669,2768956.669,1,0,0
305819.203,2768974.101,1,0,0
305785.25,2768965.556,2,2,0
305942.656,2769417.875,1,1,0
305942.557,2769408.649,1,0,0
305942.761,2769427.523,2,0,0
305835.498,2768909.897,1,0,1
305783.931,2768944.083,1,0,1
305856.126,2768901.819,0,1,0
305755.247,2768854.718,3,0,2
305846.002,2768873.008,1,1,0
306035.687,2769389.901,0,0,2
306045.074,2769407.907,0,2,0
306068.018,2769393.117,1,1,0
305997.224,2769365.05,3,0,0
306038.468,2769369.056,0,1,0
305942.362,2769389.18,2,0,0
305728.912,2768820.279,1,0,0
305708.19,2768934.9,4,0,0
305737.917,2768793.671,1,0,1
305692.861,2768983.532,1,1,0
305696.654,2768914.822,1,0,0
305749.435,2768805.632,0,1,1
305740.436,2768840.053,0,2,0
305881.007,2768841.27,1,2,1
305860.81,2768844.358,1,0,0
305867.053,2768839.575,0,2,0
305737.386,2768772.678,2,0,0
305835.41,2768832.557,2,0,0
305833.544,2768825.761,2,0,0
305827.931,2768805.332,1,0,0
305826.493,2768800.092,0,4,0
305834.627,2768786.206,0,0,2
305923.72,2769426.432,2,0,0
305816.817,2768755.173,0,4,0
305813.708,2768754.806,4,2,0
305807.483,2768768.112,1,0,0
305792.25,2768765.708,1,1,0
305783.624,2768764.009,1,0,1
305780.936,2768763.479,2,1,0
305774.684,2768762.247,1,0,0
305942.366,2769355.511,3,0,0
305754.83,2768745.815,4,1,2
305760.788,2768726.427,1,1,0
305758.442,2768738.496,1,0,0
305923.373,2769382.359,1,0,0
305923.333,2769376.937,1,0,0
305922.611,2769347.496,2,1,0
305941.346,2769326.34,2,0,0
305852.126,2769323.919,2,0,0
305858.258,2769308.932,2,0,0
305993.53,2769321.136,1,1,0
305982.685,2768995.784,1,0,1
306009.644,2769147.335,1,0,0
306050.111,2769300.769,1,0,1
306022.186,2769138.008,1,0,0
305972.261,2769004.496,0,2,0
306003.582,2769077.931,1,0,0
306080.838,2769293.164,2,2,0
306127.912,2769351.017,1,0,1
306175.844,2769370.658,1,0,1
306135.555,2769240.999,1,1,0
306145.6,2769278.922,3,2,0
305943.1,2769458.852,3,1,1
305940.278,2769307.414,1,0,0
305940.336,2769300.35,1,0,0
305921.409,2769281.71,0,2,0
306016.504,2769246.669,1,0,2
305975.243,2769258.477,4,0,0
305989.98,2769254.182,2,0,0
305921.343,2769273.935,2,0,0
305937.892,2769226.402,1,0,1
305916.96,2769222.498,1,0,1
305935.546,2769216.986,1,0,0
305934.264,2769211.833,1,0,0
305931.517,2769200.809,2,0,1
305908.795,2769191.289,1,0,0
305856.854,2769190.699,1,0,1
304283.762,2775158.516,0,0,2
304280.15,2775179.907,2,2,3
304255.031,2775169.783,1,0,1
304240.172,2775228.943,1,1,1
304213.528,2775250.68,2,0,0
304400.078,2775084.126,1,1,0
304339.609,2775181.471,0,2,0
304339.268,2775068.317,1,0,0
305817.789,2769178.059,2,0,3
305811.223,2769151.738,1,1,0
305809.461,2769144.54,2,0,0
305772.67,2769071.725,0,2,0
305754.721,2768999.696,1,0,1
305753.187,2768987.441,1,1,0
305739.138,2768880.453,1,0,1
305830.539,2769472.101,2,0,2
305830.097,2769454.35,1,1,0
305845.367,2769476.557,2,0,1
305819.051,2769246.277,1,1,0
305813.329,2769224.877,1,0,0
301676.628,2775338.367,2,0,0
301674.721,2775349.53,1,0,0
301663.842,2775407.542,1,1,0
301655.225,2775428.259,1,0,0
301649.615,2775487.491,1,0,0
301641.011,2775514.916,1,0,0
301638.232,2775531.002,2,0,1
301633.532,2775551.846,1,1,0
301685.534,2775280.306,1,0,0
301679.171,2775324.248,1,0,0
301284.747,2776132.783,1,0,0
301250.062,2776096.45,0,2,0
301270.448,2776118.964,2,0,0
301264.138,2776136.009,1,0,0
301259.442,2776137.163,2,0,2
301235.67,2776144.256,2,1,0
301243.254,2776141.802,1,0,0
301225.103,2776109.553,1,1,0
301187.018,2776124.301,1,0,0
301124.318,2776164.95,3,0,0
301617.169,2775664.538,1,1,0
301040.623,2776175.558,2,0,0
301013.513,2776178.876,2,0,0
301615.434,2775674.051,0,2,0
300933.432,2776196.857,1,0,0
300820.321,2776211.332,1,0,0
300800.395,2776213.817,1,0,0
300769.249,2776217.266,2,2,0
300626.421,2776237.923,2,0,0
300620.001,2776238.783,1,0,0
300539.083,2776250.079,0,2,0
300481.742,2776221.098,3,1,0
300483.028,2776202.924,1,0,0
301600.476,2775756.664,2,0,2
301598.767,2775764.297,3,2,0
301595.251,2775779.53,1,0,0
301593.951,2775785.16,1,0,1
301585.633,2775803.95,1,0,1
301566.235,2775866.793,1,0,0
301570.339,2775858.06,3,0,0
301552.095,2775870.598,3,0,1
301548.862,2775875.963,1,1,0
301523.766,2775935.452,1,0,0
301378.423,2776086.801,1,0,0
302068.031,2775318.498,4,1,0
302062.017,2775342.461,1,0,0
302059.338,2775360.345,2,0,0
302057.026,2775409.017,0,0,2
302096.673,2775460.457,2,0,0
302154.105,2775461.074,1,1,0
302076.99,2775477.094,1,0,0
302078.091,2775432.375,1,0,0
302091.773,2775473.774,2,0,0
302111.277,2775509.974,1,1,0
302115.729,2775509.435,2,0,0
302064.303,2775515.656,2,0,0
302144.476,2775526.377,1,3,0
302037.957,2775525.6,0,2,0
302061.016,2775537.955,0,2,0
302074.644,2775537.774,1,0,0
302031.488,2775571.489,1,1,0
302030.915,2775575.869,2,1,0
302029.771,2775584.623,1,0,0
302091.803,2775588.559,1,0,1
302131.407,2775580.775,1,0,1
302111.017,2775615.867,1,1,0
302065.456,2775610.753,1,0,0
302057.547,2775598.378,1,1,0
302138.902,2775595.434,1,1,0
302145.937,2775608.004,1,1,0
302155.267,2775605.903,0,2,0
302185.516,2775583.448,1,3,1
302192.244,2775569.946,1,0,1
302170.745,2775588.398,1,3,0
302010.448,2775716.182,1,1,0
302008.542,2775853.217,2,0,0
302013.009,2775859.346,2,1,0
302237.334,2774958.598,1,0,0
302076.358,2775274.16,2,2,0
302067.434,2775293.489,1,3,0
302184.241,2774973.221,1,0,0
302200.054,2774972.548,1,0,1
301991.612,2775998.935,1,0,1
301947.994,2776122.553,2,0,0
301955.158,2776125.309,1,0,0
302616.541,2774806.783,1,0,0
302806.997,2774748.664,2,1,0
302804.763,2774749.244,3,0,0
302549.569,2774844.352,1,0,0
302797.619,2774750.625,1,0,0
302468.63,2774892.747,1,1,0
302461.766,2774879.808,2,0,0
302430.007,2774895.158,1,1,0
302412.244,2774902.337,1,1,0
302766.147,2774751.477,1,0,0
302333.567,2774879.064,2,0,0
302296.12,2774848.109,1,0,2
302252.185,2774912.22,1,0,0
302629.888,2774780.101,2,0,0
302611.606,2774784.943,0,1,1
302715.497,2774763.199,1,0,1
302545.43,2774816.955,5,2,0
302476.337,2774850.093,1,1,0
302644.981,2774806.879,1,0,0
