"admin","R_cat","P_cat","M_cat","max_cat"
"¾¤§µ¨½3¾F",11,3,1,"R_cat"
"¾¤§µ¨½4¾F",5,4,2,"R_cat"
"¾¤§µ¨½5¾F",7,7,2,"P_cat"
"¾¤§µ¨½6¾F",15,5,4,"R_cat"
"¾¤§µ¨½7¾F",15,2,3,"R_cat"
"¾¤§µ¨½8¾F",8,2,1,"R_cat"
"¾¤§µ¨½9¾F",11,2,2,"R_cat"
"¾¤©M¨½10¾F",3,4,0,"P_cat"
"¾¤©M¨½11¾F",3,3,1,"R_cat"
"¾¤©M¨½12¾F",1,0,0,"R_cat"
"¾¤©M¨½13¾F",5,4,2,"R_cat"
"¾¤©M¨½14¾F",7,5,6,"R_cat"
"¾¤©M¨½15¾F",5,3,0,"R_cat"
"¾¤©M¨½1¾F",9,2,3,"R_cat"
"¾¤©M¨½2¾F",7,1,2,"R_cat"
"¾¤©M¨½3¾F",14,10,2,"R_cat"
"¾¤©M¨½4¾F",1,0,1,"R_cat"
"¾¤©M¨½5¾F",11,6,3,"R_cat"
"¾¤©M¨½6¾F",1,1,0,"P_cat"
"¾¤©M¨½7¾F",13,8,0,"R_cat"
"¾¤©M¨½8¾F",10,11,2,"P_cat"
"¾¤©M¨½9¾F",1,2,0,"P_cat"
"¾¤©¾¨½10¾F",2,2,0,"P_cat"
"¾¤©¾¨½11¾F",5,2,0,"R_cat"
"¾¤©¾¨½12¾F",3,1,0,"R_cat"
"¾¤©¾¨½13¾F",5,0,5,"R_cat"
"¾¤©¾¨½14¾F",2,0,0,"R_cat"
"¾¤©¾¨½15¾F",6,5,0,"R_cat"
"¾¤©¾¨½16¾F",8,1,1,"R_cat"
"¾¤©¾¨½17¾F",3,3,0,"P_cat"
"¾¤©¾¨½18¾F",5,3,0,"R_cat"
"¾¤©¾¨½1¾F",3,4,1,"P_cat"
"¾¤©¾¨½2¾F",2,2,2,"R_cat"
"¾¤©¾¨½3¾F",1,0,0,"R_cat"
"¾¤©¾¨½4¾F",14,6,2,"R_cat"
"¾¤©¾¨½5¾F",3,0,0,"R_cat"
"¾¤©¾¨½6¾F",13,6,1,"R_cat"
"¾¤©¾¨½7¾F",5,3,3,"R_cat"
"¾¤©¾¨½8¾F",7,1,1,"R_cat"
"¾¤©¾¨½9¾F",3,1,1,"R_cat"
"¾¤©ú¨½10¾F",160,134,11,"R_cat"
"¾¤©ú¨½11¾F",374,341,38,"R_cat"
"¾¤©ú¨½12¾F",84,38,3,"R_cat"
"¾¤©ú¨½13¾F",47,28,2,"R_cat"
"¾¤©ú¨½1¾F",104,66,10,"R_cat"
"¾¤©ú¨½2¾F",67,60,16,"R_cat"
"¾¤©ú¨½3¾F",256,175,26,"R_cat"
"¾¤©ú¨½4¾F",50,47,3,"R_cat"
"¾¤©ú¨½5¾F",107,66,19,"R_cat"
"¾¤©ú¨½6¾F",30,10,2,"R_cat"
"¾¤©ú¨½7¾F",309,257,43,"R_cat"
"¾¤©ú¨½8¾F",138,135,9,"R_cat"
"¾¤©ú¨½9¾F",147,108,22,"R_cat"
"¾¤¶¶¨½10¾F",7,4,0,"R_cat"
"¾¤¶¶¨½11¾F",17,2,9,"R_cat"
"¾¤¶¶¨½12¾F",1,3,2,"P_cat"
"¾¤¶¶¨½13¾F",2,4,0,"P_cat"
"¾¤¶¶¨½14¾F",1,0,0,"R_cat"
"¾¤¶¶¨½15¾F",1,0,1,"R_cat"
"¾¤¶¶¨½16¾F",4,1,0,"R_cat"
"¾¤¶¶¨½17¾F",16,8,2,"R_cat"
"¾¤¶¶¨½18¾F",145,150,16,"P_cat"
"¾¤¶¶¨½19¾F",12,8,2,"R_cat"
"¾¤¶¶¨½1¾F",5,1,1,"R_cat"
"¾¤¶¶¨½20¾F",4,3,2,"R_cat"
"¾¤¶¶¨½4¾F",24,25,3,"P_cat"
"¾¤¶¶¨½7¾F",2,1,0,"R_cat"
"¾¤¶¶¨½8¾F",66,46,8,"R_cat"
"¾¤¶¶¨½9¾F",8,2,1,"R_cat"
"¾Ç©²¨½12¾F",4,1,0,"R_cat"
"¾Ç©²¨½15¾F",6,0,1,"R_cat"
"¾Ç©²¨½1¾F",9,9,2,"R_cat"
"¾Ç©²¨½2¾F",1,0,1,"M_cat"
"¾Ç©²¨½5¾F",1,1,0,"R_cat"
"¿}?¨½10¾F",5,5,0,"R_cat"
"¿}?¨½13¾F",18,3,2,"R_cat"
"¿}?¨½14¾F",3,0,1,"R_cat"
"¿}?¨½15¾F",12,19,0,"P_cat"
"¿}?¨½16¾F",2,0,1,"R_cat"
"¿}?¨½18¾F",2,0,0,"R_cat"
"¿}?¨½1¾F",6,1,0,"R_cat"
"¿}?¨½2¾F",9,1,1,"R_cat"
"¿}?¨½3¾F",24,8,2,"R_cat"
"¿}?¨½4¾F",5,1,0,"R_cat"
"¿}?¨½6¾F",2,3,0,"P_cat"
"¿}?¨½7¾F",5,2,0,"R_cat"
"¿}?¨½8¾F",16,7,0,"R_cat"
"¿}?¨½9¾F",8,3,2,"R_cat"
"¿³¥ú¨½10¾F",3,0,0,"R_cat"
"¿³¥ú¨½12¾F",2,1,1,"R_cat"
"¿³¥ú¨½15¾F",0,1,1,"P_cat"
"¿³¥ú¨½16¾F",13,2,0,"R_cat"
"¿³¥ú¨½17¾F",0,0,1,"M_cat"
"¿³¥ú¨½1¾F",2,3,0,"P_cat"
"¿³¥ú¨½2¾F",1,0,0,"R_cat"
"¿³¥ú¨½3¾F",1,0,0,"R_cat"
"¿³¥ú¨½4¾F",5,1,5,"R_cat"
"¿³¥ú¨½5¾F",1,0,1,"M_cat"
"¿³¥ú¨½6¾F",2,1,0,"R_cat"
"¿³¥ú¨½7¾F",1,0,0,"R_cat"
"¿³¥ú¨½8¾F",9,6,0,"R_cat"
"¿³¥ú¨½9¾F",4,1,0,"R_cat"
"¿³¦w¨½11¾F",2,1,1,"R_cat"
"¿³¦w¨½12¾F",0,1,1,"M_cat"
"¿³¦w¨½14¾F",1,1,0,"P_cat"
"¿³¦w¨½15¾F",1,1,0,"R_cat"
"¿³¦w¨½16¾F",1,0,0,"R_cat"
"¿³¦w¨½17¾F",3,2,0,"R_cat"
"¿³¦w¨½18¾F",2,0,0,"R_cat"
"¿³¦w¨½19¾F",1,1,1,"R_cat"
"¿³¦w¨½1¾F",10,3,0,"R_cat"
"¿³¦w¨½20¾F",3,1,1,"R_cat"
"¿³¦w¨½21¾F",5,1,3,"R_cat"
"¿³¦w¨½22¾F",3,3,0,"P_cat"
"¿³¦w¨½25¾F",3,4,1,"P_cat"
"¿³¦w¨½26¾F",0,2,0,"P_cat"
"¿³¦w¨½28¾F",0,1,0,"P_cat"
"¿³¦w¨½2¾F",2,0,0,"R_cat"
"¿³¦w¨½3¾F",2,1,1,"R_cat"
"¿³¦w¨½4¾F",4,1,2,"R_cat"
"¿³¦w¨½5¾F",2,2,0,"R_cat"
"¿³¦w¨½6¾F",5,0,1,"R_cat"
"¿³¦w¨½7¾F",5,2,0,"R_cat"
"¿³¦w¨½8¾F",3,1,0,"R_cat"
"¿³¦w¨½9¾F",2,1,0,"R_cat"
"¿³¨¹¨½10¾F",2,0,0,"R_cat"
"¿³¨¹¨½11¾F",3,3,3,"P_cat"
"¿³¨¹¨½12¾F",3,3,0,"P_cat"
"¿³¨¹¨½13¾F",0,1,0,"P_cat"
"¿³¨¹¨½14¾F",2,3,0,"P_cat"
"¿³¨¹¨½16¾F",1,0,0,"R_cat"
"¿³¨¹¨½18¾F",2,0,0,"R_cat"
"¿³¨¹¨½1¾F",7,2,0,"R_cat"
"¿³¨¹¨½2¾F",0,1,0,"P_cat"
"¿³¨¹¨½3¾F",7,0,1,"R_cat"
"¿³¨¹¨½4¾F",1,1,0,"P_cat"
"¿³¨¹¨½5¾F",2,0,0,"R_cat"
"¿³¨¹¨½6¾F",5,1,0,"R_cat"
"¿³¨¹¨½7¾F",12,3,0,"R_cat"
"¿³¨¹¨½8¾F",2,2,0,"R_cat"
"¿³¨¹¨½9¾F",4,2,0,"R_cat"
"¿³¨È¨½10¾F",8,4,3,"R_cat"
"¿³¨È¨½11¾F",24,21,2,"R_cat"
"¿³¨È¨½12¾F",26,17,2,"R_cat"
"¿³¨È¨½13¾F",32,18,6,"R_cat"
"¿³¨È¨½14¾F",44,24,8,"R_cat"
"¿³¨È¨½15¾F",38,28,5,"R_cat"
"¿³¨È¨½16¾F",11,7,1,"R_cat"
"¿³¨È¨½17¾F",20,6,1,"R_cat"
"¿³¨È¨½18¾F",259,172,32,"R_cat"
"¿³¨È¨½19¾F",7,2,1,"R_cat"
"¿³¨È¨½1¾F",71,53,10,"R_cat"
"¿³¨È¨½20¾F",21,8,0,"R_cat"
"¿³¨È¨½21¾F",5,1,1,"R_cat"
"¿³¨È¨½22¾F",52,27,5,"R_cat"
"¿³¨È¨½23¾F",123,88,15,"R_cat"
"¿³¨È¨½24¾F",95,68,10,"R_cat"
"¿³¨È¨½2¾F",27,15,6,"R_cat"
"¿³¨È¨½3¾F",13,14,2,"P_cat"
"¿³¨È¨½4¾F",40,32,9,"R_cat"
"¿³¨È¨½5¾F",16,8,0,"R_cat"
"¿³¨È¨½6¾F",68,58,11,"R_cat"
"¿³¨È¨½7¾F",20,14,2,"R_cat"
"¿³¨È¨½8¾F",68,42,14,"R_cat"
"¿³¨È¨½9¾F",3,1,1,"R_cat"
"¿³©ô¨½10¾F",0,1,0,"P_cat"
"¿³©ô¨½11¾F",2,3,0,"P_cat"
"¿³©ô¨½13¾F",2,0,1,"R_cat"
"¿³©ô¨½14¾F",4,3,2,"R_cat"
"¿³©ô¨½15¾F",3,3,0,"R_cat"
"¿³©ô¨½16¾F",3,0,0,"R_cat"
"¿³©ô¨½17¾F",1,1,1,"M_cat"
"¿³©ô¨½18¾F",2,1,0,"R_cat"
"¿³©ô¨½19¾F",3,2,0,"R_cat"
"¿³©ô¨½1¾F",6,3,2,"R_cat"
"¿³©ô¨½20¾F",0,2,0,"P_cat"
"¿³©ô¨½21¾F",6,2,0,"R_cat"
"¿³©ô¨½22¾F",9,1,7,"R_cat"
"¿³©ô¨½23¾F",2,1,1,"R_cat"
"¿³©ô¨½24¾F",2,0,2,"M_cat"
"¿³©ô¨½2¾F",8,0,3,"R_cat"
"¿³©ô¨½3¾F",0,2,1,"P_cat"
"¿³©ô¨½4¾F",0,0,1,"M_cat"
"¿³©ô¨½5¾F",1,1,0,"R_cat"
"¿³©ô¨½7¾F",3,1,2,"R_cat"
"¿³©ô¨½8¾F",3,0,1,"R_cat"
"¿³©ô¨½9¾F",1,1,1,"M_cat"
"¿³©÷¨½10¾F",0,1,0,"P_cat"
"¿³©÷¨½11¾F",2,2,0,"R_cat"
"¿³©÷¨½12¾F",1,0,2,"M_cat"
"¿³©÷¨½13¾F",2,0,2,"R_cat"
"¿³©÷¨½14¾F",1,0,0,"R_cat"
"¿³©÷¨½15¾F",5,3,0,"R_cat"
"¿³©÷¨½16¾F",1,0,0,"R_cat"
"¿³©÷¨½18¾F",0,3,1,"P_cat"
"¿³©÷¨½19¾F",1,0,1,"R_cat"
"¿³©÷¨½1¾F",3,1,0,"R_cat"
"¿³©÷¨½20¾F",2,1,1,"R_cat"
"¿³©÷¨½21¾F",1,0,1,"R_cat"
"¿³©÷¨½23¾F",1,0,0,"R_cat"
"¿³©÷¨½25¾F",1,2,0,"P_cat"
"¿³©÷¨½2¾F",2,4,1,"P_cat"
"¿³©÷¨½3¾F",1,1,0,"R_cat"
"¿³©÷¨½4¾F",2,1,1,"R_cat"
"¿³©÷¨½7¾F",14,2,5,"R_cat"
"¿³©÷¨½8¾F",16,2,2,"R_cat"
"¿³©÷¨½9¾F",4,3,1,"R_cat"
"¿³®a¨½10¾F",4,1,1,"R_cat"
"¿³®a¨½11¾F",1,0,0,"R_cat"
"¿³®a¨½13¾F",10,1,1,"R_cat"
"¿³®a¨½14¾F",1,0,0,"R_cat"
"¿³®a¨½15¾F",1,0,0,"R_cat"
"¿³®a¨½16¾F",3,1,1,"R_cat"
"¿³®a¨½17¾F",2,0,1,"R_cat"
"¿³®a¨½18¾F",1,0,0,"R_cat"
"¿³®a¨½19¾F",1,0,0,"R_cat"
"¿³®a¨½1¾F",1,0,0,"R_cat"
"¿³®a¨½20¾F",5,6,2,"P_cat"
"¿³®a¨½21¾F",7,0,1,"R_cat"
"¿³®a¨½22¾F",1,1,0,"R_cat"
"¿³®a¨½23¾F",3,2,0,"R_cat"
"¿³®a¨½24¾F",4,0,0,"R_cat"
"¿³®a¨½25¾F",2,0,0,"R_cat"
"¿³®a¨½27¾F",2,1,3,"M_cat"
"¿³®a¨½28¾F",1,0,0,"R_cat"
"¿³®a¨½29¾F",4,1,0,"R_cat"
"¿³®a¨½2¾F",0,2,0,"P_cat"
"¿³®a¨½30¾F",4,1,2,"R_cat"
"¿³®a¨½4¾F",5,0,1,"R_cat"
"¿³®a¨½7¾F",3,1,1,"R_cat"
"¿³®a¨½8¾F",2,0,1,"R_cat"
"¿³®a¨½9¾F",4,1,2,"R_cat"
"¿³®õ¨½11¾F",2,2,1,"R_cat"
"¿³®õ¨½12¾F",6,4,0,"R_cat"
"¿³®õ¨½1¾F",12,7,3,"R_cat"
"¿³®õ¨½2¾F",5,0,1,"R_cat"
"¿³®õ¨½4¾F",9,2,4,"R_cat"
"¿³®õ¨½5¾F",14,4,4,"R_cat"
"¿³®õ¨½6¾F",4,8,3,"P_cat"
"¿³®õ¨½7¾F",7,7,4,"P_cat"
"¿³®õ¨½8¾F",6,4,0,"R_cat"
"¿³®õ¨½9¾F",3,1,3,"M_cat"
"¿³±o¨½10¾F",2,0,1,"R_cat"
"¿³±o¨½11¾F",6,0,0,"R_cat"
"¿³±o¨½12¾F",6,2,1,"R_cat"
"¿³±o¨½13¾F",4,1,0,"R_cat"
"¿³±o¨½14¾F",5,0,0,"R_cat"
"¿³±o¨½16¾F",3,0,0,"R_cat"
"¿³±o¨½17¾F",9,6,2,"R_cat"
"¿³±o¨½19¾F",11,3,5,"R_cat"
"¿³±o¨½1¾F",3,1,0,"R_cat"
"¿³±o¨½20¾F",1,0,1,"R_cat"
"¿³±o¨½21¾F",1,0,1,"R_cat"
"¿³±o¨½22¾F",2,0,0,"R_cat"
"¿³±o¨½23¾F",4,1,0,"R_cat"
"¿³±o¨½25¾F",2,3,0,"P_cat"
"¿³±o¨½26¾F",10,1,1,"R_cat"
"¿³±o¨½27¾F",4,3,1,"R_cat"
"¿³±o¨½2¾F",7,1,3,"R_cat"
"¿³±o¨½3¾F",2,0,0,"R_cat"
"¿³±o¨½4¾F",0,1,0,"P_cat"
"¿³±o¨½5¾F",1,0,0,"R_cat"
"¿³±o¨½6¾F",4,1,0,"R_cat"
"¿³±o¨½7¾F",7,4,4,"R_cat"
"¿³±o¨½8¾F",7,2,1,"R_cat"
"¿³±o¨½9¾F",13,4,1,"R_cat"
"¿³¶©¨½10¾F",43,35,5,"R_cat"
"¿³¶©¨½11¾F",1,1,0,"R_cat"
"¿³¶©¨½12¾F",9,5,0,"R_cat"
"¿³¶©¨½13¾F",23,1,3,"R_cat"
"¿³¶©¨½14¾F",8,2,2,"R_cat"
"¿³¶©¨½15¾F",72,67,3,"R_cat"
"¿³¶©¨½1¾F",5,1,3,"R_cat"
"¿³¶©¨½2¾F",30,23,7,"R_cat"
"¿³¶©¨½8¾F",11,6,3,"R_cat"
"¿³¶©¨½9¾F",16,17,3,"P_cat"
"¿³¶®¨½10¾F",111,96,14,"R_cat"
"¿³¶®¨½11¾F",10,4,1,"R_cat"
"¿³¶®¨½12¾F",4,1,1,"R_cat"
"¿³¶®¨½13¾F",5,8,1,"P_cat"
"¿³¶®¨½14¾F",5,0,1,"R_cat"
"¿³¶®¨½15¾F",11,5,0,"R_cat"
"¿³¶®¨½16¾F",9,7,0,"R_cat"
"¿³¶®¨½17¾F",2,2,0,"R_cat"
"¿³¶®¨½18¾F",3,2,0,"R_cat"
"¿³¶®¨½19¾F",3,1,0,"R_cat"
"¿³¶®¨½1¾F",467,345,71,"R_cat"
"¿³¶®¨½20¾F",22,17,5,"R_cat"
"¿³¶®¨½21¾F",19,4,0,"R_cat"
"¿³¶®¨½22¾F",5,1,2,"R_cat"
"¿³¶®¨½23¾F",10,1,1,"R_cat"
"¿³¶®¨½24¾F",31,20,2,"R_cat"
"¿³¶®¨½25¾F",3,0,0,"R_cat"
"¿³¶®¨½26¾F",2,2,0,"R_cat"
"¿³¶®¨½27¾F",4,2,0,"R_cat"
"¿³¶®¨½28¾F",5,5,2,"R_cat"
"¿³¶®¨½2¾F",104,70,7,"R_cat"
"¿³¶®¨½3¾F",5,3,0,"R_cat"
"¿³¶®¨½4¾F",7,2,0,"R_cat"
"¿³¶®¨½5¾F",5,3,4,"R_cat"
"¿³¶®¨½6¾F",575,437,93,"R_cat"
"¿³¶®¨½7¾F",12,5,4,"R_cat"
"¿³¶®¨½8¾F",17,7,0,"R_cat"
"¿³¶®¨½9¾F",14,3,0,"R_cat"
"¿³·~¨½10¾F",5,3,1,"R_cat"
"¿³·~¨½11¾F",2,0,1,"R_cat"
"¿³·~¨½13¾F",4,0,1,"R_cat"
"¿³·~¨½14¾F",4,1,0,"R_cat"
"¿³·~¨½15¾F",3,0,0,"R_cat"
"¿³·~¨½16¾F",2,1,0,"R_cat"
"¿³·~¨½17¾F",2,2,2,"R_cat"
"¿³·~¨½18¾F",3,1,2,"R_cat"
"¿³·~¨½19¾F",8,2,2,"R_cat"
"¿³·~¨½1¾F",5,4,5,"M_cat"
"¿³·~¨½20¾F",6,1,0,"R_cat"
"¿³·~¨½21¾F",9,0,1,"R_cat"
"¿³·~¨½22¾F",1,0,0,"R_cat"
"¿³·~¨½23¾F",2,0,0,"R_cat"
"¿³·~¨½2¾F",13,7,2,"R_cat"
"¿³·~¨½3¾F",10,3,0,"R_cat"
"¿³·~¨½4¾F",7,0,0,"R_cat"
"¿³·~¨½5¾F",0,1,0,"P_cat"
"¿³·~¨½6¾F",6,4,0,"R_cat"
"¿³·~¨½7¾F",14,8,2,"R_cat"
"¿³·~¨½8¾F",7,2,0,"R_cat"
"¿³·~¨½9¾F",4,0,0,"R_cat"
"¿³ºÖ¨½10¾F",2,0,0,"R_cat"
"¿³ºÖ¨½12¾F",5,2,0,"R_cat"
"¿³ºÖ¨½13¾F",2,3,2,"P_cat"
"¿³ºÖ¨½14¾F",1,0,0,"R_cat"
"¿³ºÖ¨½15¾F",0,1,0,"P_cat"
"¿³ºÖ¨½16¾F",3,0,0,"R_cat"
"¿³ºÖ¨½17¾F",1,0,0,"R_cat"
"¿³ºÖ¨½18¾F",2,0,0,"R_cat"
"¿³ºÖ¨½19¾F",0,2,0,"P_cat"
"¿³ºÖ¨½1¾F",7,2,1,"R_cat"
"¿³ºÖ¨½20¾F",1,1,2,"M_cat"
"¿³ºÖ¨½21¾F",1,1,0,"R_cat"
"¿³ºÖ¨½22¾F",1,2,1,"P_cat"
"¿³ºÖ¨½23¾F",1,2,2,"M_cat"
"¿³ºÖ¨½2¾F",6,0,2,"R_cat"
"¿³ºÖ¨½3¾F",4,1,0,"R_cat"
"¿³ºÖ¨½4¾F",6,2,0,"R_cat"
"¿³ºÖ¨½5¾F",5,2,1,"R_cat"
"¿³ºÖ¨½6¾F",0,1,1,"M_cat"
"¿³ºÖ¨½7¾F",2,0,0,"R_cat"
"¿³ºÖ¨½8¾F",1,1,1,"P_cat"
"¿³¼w¨½10¾F",4,5,2,"P_cat"
"¿³¼w¨½11¾F",1,0,0,"R_cat"
"¿³¼w¨½12¾F",7,0,0,"R_cat"
"¿³¼w¨½13¾F",2,1,1,"R_cat"
"¿³¼w¨½14¾F",5,0,0,"R_cat"
"¿³¼w¨½15¾F",3,1,1,"R_cat"
"¿³¼w¨½16¾F",5,0,0,"R_cat"
"¿³¼w¨½17¾F",7,0,1,"R_cat"
"¿³¼w¨½18¾F",7,0,1,"R_cat"
"¿³¼w¨½1¾F",6,2,0,"R_cat"
"¿³¼w¨½2¾F",4,1,0,"R_cat"
"¿³¼w¨½3¾F",6,1,0,"R_cat"
"¿³¼w¨½4¾F",2,0,1,"R_cat"
"¿³¼w¨½5¾F",6,0,2,"R_cat"
"¿³¼w¨½6¾F",6,0,0,"R_cat"
"¿³¼w¨½7¾F",5,1,0,"R_cat"
"¿³¼w¨½8¾F",5,1,0,"R_cat"
"¿³¼w¨½9¾F",4,2,0,"R_cat"
"¿³Â×¨½12¾F",1,0,0,"R_cat"
"¿³Â×¨½13¾F",1,2,1,"P_cat"
"¿³Â×¨½16¾F",5,4,2,"R_cat"
"¿³Â×¨½18¾F",2,1,2,"R_cat"
"¿³Â×¨½19¾F",0,1,0,"P_cat"
"¿³Â×¨½1¾F",21,4,5,"R_cat"
"¿³Â×¨½20¾F",5,2,1,"R_cat"
"¿³Â×¨½2¾F",3,1,1,"R_cat"
"¿³Â×¨½3¾F",1,2,0,"P_cat"
"¿³Â×¨½4¾F",3,1,0,"R_cat"
"¿³Â×¨½5¾F",7,3,2,"R_cat"
"¿³Â×¨½6¾F",4,1,1,"R_cat"
"¿³Â×¨½7¾F",5,1,0,"R_cat"
"¿³Â×¨½8¾F",5,1,2,"R_cat"
"¿³Â×¨½9¾F",7,1,2,"R_cat"
"¿Ã®E¨½10¾F",9,3,0,"R_cat"
"¿Ã®E¨½11¾F",4,0,0,"R_cat"
"¿Ã®E¨½14¾F",1,1,0,"P_cat"
"¿Ã®E¨½16¾F",7,1,0,"R_cat"
"¿Ã®E¨½19¾F",16,13,1,"R_cat"
"¿Ã®E¨½1¾F",31,24,4,"R_cat"
"¿Ã®E¨½20¾F",11,1,1,"R_cat"
"¿Ã®E¨½21¾F",6,0,0,"R_cat"
"¿Ã®E¨½22¾F",9,7,0,"R_cat"
"¿Ã®E¨½23¾F",2,1,0,"R_cat"
"¿Ã®E¨½24¾F",6,2,1,"R_cat"
"¿Ã®E¨½25¾F",23,5,4,"R_cat"
"¿Ã®E¨½26¾F",2,2,0,"P_cat"
"¿Ã®E¨½2¾F",5,2,2,"R_cat"
"¿Ã®E¨½3¾F",0,1,0,"P_cat"
"¿Ã®E¨½4¾F",2,0,0,"R_cat"
"¿Ã®E¨½5¾F",4,2,1,"R_cat"
"¿Ã®E¨½6¾F",1,1,0,"P_cat"
"¿Ã®E¨½7¾F",19,6,2,"R_cat"
"¿Ã®E¨½8¾F",1,0,0,"R_cat"
"¿Ã®E¨½9¾F",1,0,0,"R_cat"
"¿Ã³·¨½10¾F",3,4,1,"P_cat"
"¿Ã³·¨½11¾F",2,0,2,"M_cat"
"¿Ã³·¨½12¾F",4,6,0,"P_cat"
"¿Ã³·¨½13¾F",17,14,2,"R_cat"
"¿Ã³·¨½14¾F",11,6,1,"R_cat"
"¿Ã³·¨½15¾F",1,0,1,"M_cat"
"¿Ã³·¨½16¾F",11,4,1,"R_cat"
"¿Ã³·¨½17¾F",4,1,0,"R_cat"
"¿Ã³·¨½18¾F",8,0,1,"R_cat"
"¿Ã³·¨½1¾F",3,1,1,"R_cat"
"¿Ã³·¨½2¾F",6,1,1,"R_cat"
"¿Ã³·¨½3¾F",6,3,1,"R_cat"
"¿Ã³·¨½4¾F",5,0,3,"R_cat"
"¿Ã³·¨½5¾F",6,4,3,"R_cat"
"¿Ã³·¨½7¾F",3,1,2,"R_cat"
"¿Ã³·¨½9¾F",2,1,1,"R_cat"
"ÀA¦w¨½10¾F",12,4,1,"R_cat"
"ÀA¦w¨½11¾F",11,7,0,"R_cat"
"ÀA¦w¨½12¾F",16,6,4,"R_cat"
"ÀA¦w¨½13¾F",3,1,0,"R_cat"
"ÀA¦w¨½15¾F",3,0,0,"R_cat"
"ÀA¦w¨½16¾F",3,0,1,"R_cat"
"ÀA¦w¨½17¾F",4,2,3,"R_cat"
"ÀA¦w¨½18¾F",0,1,0,"P_cat"
"ÀA¦w¨½1¾F",15,2,3,"R_cat"
"ÀA¦w¨½2¾F",6,4,5,"R_cat"
"ÀA¦w¨½3¾F",5,1,0,"R_cat"
"ÀA¦w¨½4¾F",8,3,1,"R_cat"
"ÀA¦w¨½5¾F",5,4,2,"R_cat"
"ÀA¦w¨½6¾F",7,4,0,"R_cat"
"ÀA¦w¨½7¾F",7,4,0,"R_cat"
"ÀA¦w¨½8¾F",4,1,1,"R_cat"
"ÀA¦w¨½9¾F",11,7,1,"R_cat"
"ÀA®õ¨½11¾F",3,0,0,"R_cat"
"ÀA®õ¨½12¾F",1,0,0,"R_cat"
"ÀA®õ¨½13¾F",3,1,0,"R_cat"
"ÀA®õ¨½14¾F",9,4,1,"R_cat"
"ÀA®õ¨½15¾F",9,6,2,"R_cat"
"ÀA®õ¨½6¾F",1,1,0,"R_cat"
"ÀA®õ¨½7¾F",2,4,2,"P_cat"
"ÀA®õ¨½8¾F",4,5,0,"P_cat"
"ÀA®õ¨½9¾F",10,3,1,"R_cat"
"ÀAµØ¨½10¾F",1,2,0,"P_cat"
"ÀAµØ¨½11¾F",1,1,0,"R_cat"
"ÀAµØ¨½12¾F",0,1,0,"P_cat"
"ÀAµØ¨½13¾F",32,19,6,"R_cat"
"ÀAµØ¨½14¾F",12,7,2,"R_cat"
"ÀAµØ¨½15¾F",22,13,2,"R_cat"
"ÀAµØ¨½16¾F",18,10,1,"R_cat"
"ÀAµØ¨½17¾F",21,16,3,"R_cat"
"ÀAµØ¨½18¾F",32,30,3,"R_cat"
"ÀAµØ¨½19¾F",1,0,0,"R_cat"
"ÀAµØ¨½1¾F",3,0,2,"R_cat"
"ÀAµØ¨½3¾F",2,0,0,"R_cat"
"ÀAµØ¨½4¾F",13,3,2,"R_cat"
"ÀAµØ¨½5¾F",7,1,1,"R_cat"
"ÀAµØ¨½6¾F",1,1,1,"P_cat"
"ÀAµØ¨½7¾F",14,7,5,"R_cat"
"ÀAµØ¨½9¾F",7,5,0,"R_cat"
"ÀA¼w¨½10¾F",7,6,1,"R_cat"
"ÀA¼w¨½11¾F",4,2,2,"R_cat"
"ÀA¼w¨½12¾F",13,6,2,"R_cat"
"ÀA¼w¨½13¾F",3,0,1,"R_cat"
"ÀA¼w¨½14¾F",2,3,0,"P_cat"
"ÀA¼w¨½15¾F",9,2,0,"R_cat"
"ÀA¼w¨½16¾F",2,0,2,"M_cat"
"ÀA¼w¨½17¾F",1,2,0,"P_cat"
"ÀA¼w¨½18¾F",3,0,0,"R_cat"
"ÀA¼w¨½19¾F",2,0,0,"R_cat"
"ÀA¼w¨½1¾F",2,4,1,"P_cat"
"ÀA¼w¨½20¾F",5,1,2,"R_cat"
"ÀA¼w¨½21¾F",7,4,2,"R_cat"
"ÀA¼w¨½2¾F",5,1,0,"R_cat"
"ÀA¼w¨½3¾F",8,0,2,"R_cat"
"ÀA¼w¨½4¾F",3,1,0,"R_cat"
"ÀA¼w¨½5¾F",1,2,1,"P_cat"
"ÀA¼w¨½6¾F",4,0,1,"R_cat"
"ÀA¼w¨½7¾F",4,0,0,"R_cat"
"ÀA¼w¨½8¾F",3,2,2,"R_cat"
"ÀA¼w¨½9¾F",13,5,3,"R_cat"
"Às¥Í¨½10¾F",1,0,1,"M_cat"
"Às¥Í¨½11¾F",9,1,0,"R_cat"
"Às¥Í¨½12¾F",21,9,7,"R_cat"
"Às¥Í¨½13¾F",3,1,0,"R_cat"
"Às¥Í¨½14¾F",26,13,6,"R_cat"
"Às¥Í¨½15¾F",10,7,1,"R_cat"
"Às¥Í¨½16¾F",16,13,1,"R_cat"
"Às¥Í¨½17¾F",3,2,1,"R_cat"
"Às¥Í¨½18¾F",3,4,0,"P_cat"
"Às¥Í¨½19¾F",4,2,1,"R_cat"
"Às¥Í¨½1¾F",30,28,5,"R_cat"
"Às¥Í¨½20¾F",3,7,0,"P_cat"
